SIRUTA LOCALITATE,SIRUTA LOC SUP,COD SIIIR,COD SIIIR SUP,COD SIRUES,COD FISCAL
16622,16613,0362103198,0361103447,,
16668,16659,0361104258,,333696,333696
17548,17496,0362106287,0361103587,,
16695,20055,0362105318,0361103483,,
19613,19560,0362102093,0361103827,,
15000,14940,0362100842,0361105033,,
13436,13392,0362101445,0361104516,,
16748,16739,0361103515,,333752,4469434
16748,16739,0362105191,0361103515,,
16748,16739,0362103162,0361103515,,
19908,19793,0362101965,0361104371,,
15867,15830,0362100408,0361103334,,
15929,15901,0362100385,0361104041,,
15527,15493,0362100462,0361104317,,
15420,15402,0362100512,0361104362,,
15938,15901,0362100376,0361104041,,
16203,16132,0362100304,0361104032,,
18714,18670,0362102396,0361100019,,
15947,15901,0361104041,,333228,4469469
14389,14352,0362105295,0361103795,,
14389,14352,0362101083,0361103795,,
16766,16757,0361104751,,333776,4971979
16917,16908,0361104077,,333881,4318423
16917,16908,0362106138,0361104077,,
16702,16659,0362103189,0361104258,,
18803,18778,0362102351,0361103596,,
16711,16659,0362103171,0361104258,,
14708,14673,0362100946,0361104968,,
16953,16944,0361100263,,333919,4122400
16604,16551,0362103153,0361104873,,
17174,17101,0362103049,0361103958,,
13980,13935,0362101237,0361103741,,
16212,16132,0362100299,0361104032,,
17058,17049,0361104656,,334040,4122086
17058,17049,0362105693,0361104656,,
17058,17049,0362105716,0361104656,,
17478,17423,0362102889,0361100132,,
14218,14165,0362101115,0361104181,,
13374,13365,0361103872,,300114,4654784
13374,13365,0362103108,0361103872,,
13374,13365,0362105752,0361103872,,
17343,17334,0361104154,,334246,4122507
14520,14450,0362101056,0361103619,,
17003,16944,0362105802,0361100263,,
17110,17101,0361103958,,334077,4122060
18126,18028,0362102595,0361103881,,
13221,13187,0362100765,0361104163,,
17218,17209,0362103031,0361104665,,
17218,17209,0362103013,0361104665,,
17218,17209,0361104665,,334131,29405185
17263,17254,0361104674,,0334182,4122540
17263,17254,0362102966,0361104674,,
13310,13301,0361104923,,1142410,23025934
13310,13301,0352104999,0371100182,300608,
13310,13301,0361104828,,1142406,4121935
13310,13301,0361103723,,3300336,4121935
13310,13301,0362101522,0361103705,,
13310,13301,0362101513,0361103759,,
13310,13301,0361100114,,326802,4121935
13310,13301,0362103786,0361104683,,
13310,13301,0361100236,,966190,4121935
13310,13301,0362101504,0361103759,,
13310,13301,0361104683,,331243,12814797
13310,13301,0362101481,0361104683,,
13310,13301,0361103705,,335112,12717166
13310,13301,0362101472,0361104683,,
13310,13301,0361103759,,994761,4121935
17405,17398,0362106156,0361103732,,
17405,17398,0361103732,,334273,29386784
17432,17423,0361100132,,334297,4122116
17502,17496,0361206335,,32237059,23953278
17502,17496,0361103587,,334349,5010153
14744,14726,0362100937,0361104145,,
17762,17726,0362102776,0361104543,,
17584,17575,0361105119,,300102,5138960
17584,17575,0362102817,0361105119,,
14539,14450,0362101002,0361103619,,
17655,17619,0361103628,,334443,4318318
19757,19695,0362102048,0361104493,,
13588,13524,0362101992,0361104439,,
17735,17726,0361104543,,334508,5103457
16383,16365,0362103275,0361104597,,
14398,14352,0361103795,,332078,29414558
14398,14352,0362105277,0361103795,,
18386,18331,0362102532,0361100272,,
18769,18741,0362101852,0361103388,,
17780,17771,0362102758,0361104267,,
17780,17771,0361104267,,334559,4469442
17833,17824,0362105404,0361104095,,
17833,17824,0361104095,,334585,5103449
17833,17824,0362102722,0361104095,,
17833,17824,0362102731,0361104095,,
15787,15741,0362105906,0361103845,,
15796,15741,0362105883,0361103845,,
15796,15741,0362105874,0361103845,,
18812,18778,0362102369,0361103596,,
18821,18778,0362102378,0361103596,,
15956,15901,0362100358,0361104041,,
17021,16944,0362105788,0361100263,,
18135,18028,0362102627,0361103881,,
18144,18028,0362102636,0361103881,,
18395,18331,0362106183,0361100272,,
17236,17209,0362103004,0361104665,,
15965,15901,0362100394,0361104041,,
18901,18858,0362102785,0361100168,,
17860,17851,0361104706,,334601,4469450
17860,17851,0362102704,0361104706,,
16392,16365,0362105223,0361104597,,
13178,13169,0361100195,,845591,4469205
13178,13169,0362105508,0361104837,,
13178,13169,0362101825,0361104276,,
13178,13169,0361103899,,331074,29373830
13178,13169,0361104733,,326411,29361291
13178,13169,0361103343,,331035,29487940
13178,13169,0362101721,0361103542,,
13178,13169,0361105051,,331050,4317908
13178,13169,0361203766,,33100643,2444736
13178,13169,0361104819,,331114,29373342
13178,13169,0361104724,,1138341,29466980
13178,13169,0362101703,0361105015,,
13178,13169,0361105069,,1066865,4317908
13178,13169,0361104715,,1180412,5010005
13178,13169,0361104005,,1180448,4318040
13178,13169,0341104551,,32168375,21760637
13178,13169,0361104534,,1180400,4971871
13178,13169,0371100182,,300922,11057231
13178,13169,0361104326,,1066853,29373769
13178,13169,0361105078,,966176,29412735
13178,13169,0361103601,,331126,29334580
13178,13169,0361105015,,326577,4317908
13178,13169,0361104837,,326368,4469221
13178,13169,0361104588,,336037,5009990
13178,13169,0362101712,0361105015,,
13178,13169,0361206353,,32055229,32055229
13178,13169,0331100108,,31066465,11301165
13178,13169,0361103714,,966188,4469221
13178,13169,0362100159,0361104005,,
13178,13169,0361104448,,326394,4469221
13178,13169,0361104023,,326409,4469248
13178,13169,0362101739,0361105078,,
13178,13169,0361105042,,301144,4654717
13178,13169,0361100046,,326370,29412751
13178,13169,0362106382,0361104344,,
13178,13169,0361103691,,1066840,4469248
13178,13169,0361100141,,966152,29373628
13178,13169,0361204609,,32053752,33610021
13178,13169,0361104276,,331062,29374143
13178,13169,0362101766,0361104837,,
13178,13169,0362105517,0361105069,,
13178,13169,0361104977,,331011,29386571
13178,13169,0362105494,0361104023,,
13178,13169,0361104172,,1180395,4122329
13178,13169,0361103307,,300622,4122302
13178,13169,0361106468,,,23472843
13178,13169,0361103397,,326265,4469248
13178,13169,0321100098,,30326284,4318091
13178,13169,0361104905,,966216,4469248
13178,13169,0361104068,,336025,4317908
13178,13169,0361206344,,32722614,32154148
13178,13169,0361104941,,326617,4469248
13178,13169,0361100209,,1066656,29347866
13178,13169,0361203902,,32483933,27341778
13178,13169,0361104118,,331102,29374186
13178,13169,0361206398,,32046163,17769999
13178,13169,0361104398,,1180499,4318008
13178,13169,0361100055,,300959,29361267
13178,13169,0361204107,,32407393,26118264
13178,13169,0361104629,,300610,4122264
13178,13169,0361104769,,1180451,4122272
13178,13169,0361104344,,336197,29373652
13178,13169,0361206326,,33210046,32163014
13178,13169,0361206457,,,29335098
13178,13169,0361103456,,1101827,4318105
13178,13169,0361103542,,1190325,29373806
13178,13169,0361206403,,,33086564
13178,13169,0361104855,,300946,29361283
13178,13169,0362101816,0361104276,,
13178,13169,0362106441,0341104551,,
13178,13169,0362101757,0361100046,,
13178,13169,0361104579,,331047,29484693
13178,13169,0361204699,,32712255,31735975
13178,13169,0362105485,0361105078,,
13178,13169,0361103429,,300634,11342521
13178,13169,0362101748,0361100046,,
13178,13169,0361100064,,1180487,4469329
13178,13169,0361103379,,301235,12771467
13178,13169,0361206371,,32523680,35021413
13178,13169,0361100177,,331023,29467714
13178,13169,0361104457,,331138,29361275
13178,13169,0361206439,,32565315,29836170
13178,13169,0362105476,0361103397,,
16356,16329,0361104204,,333476,5010200
18037,18028,0361103881,,334743,4122418
17922,17913,0361103569,,334664,4654733
17977,17968,0362102672,0361104389,,
17977,17968,0361104389,,300789,4122515
17977,17968,0362105372,0361104389,,
17977,17968,0362105422,0361104389,,
14316,14272,0362101092,0361103655,,
16926,16908,0362103126,0361104077,,
16926,16908,0362106147,0361104077,,
18171,18162,0361104638,,334897,4469418
18251,18242,0361104525,,334913,4654768
18251,18242,0362105146,0361104525,,
18251,18242,0362105182,0361104525,,
18251,18242,0362102559,0361104525,,
18251,18242,0362102541,0361104525,,
15974,15901,0362100367,0361104041,,
16542,16506,0362103212,0361104285,,
17245,17209,0362103022,0361104665,,
18215,18162,0362102586,0361104638,,
13356,13301,0362106025,0361104683,,
15171,15108,0362100652,0361104059,,
15732,15652,0362100453,0361100254,,
18849,18778,0362102342,0361103596,,
18340,18331,0362102514,0361100272,,
18340,18331,0362102505,0361100272,,
18340,18331,0361100272,,300385,4972001
18224,20048,0361103578,,334859,15626402
18224,20048,0362102568,0361103578,,
15297,15233,0362105924,0361103913,,
18420,18411,0362102491,0361104136,,
18420,18411,0361104136,,335019,4469426
18420,18411,0362105164,0361104136,,
18484,18475,0362102455,0361103967,,
14904,14851,0362100896,0361100037,,
18536,18527,0361105087,,300726,5010188
18536,18527,0361104507,,335100,5010188
18536,18527,0352101413,0371100182,330993,
17290,17254,0362102993,0361104674,,
19622,19560,0362102084,0361103827,,
18563,18554,0362102428,0361104403,,
18563,18554,0361104403,,335136,28638247
18563,18554,0362102446,0361104403,,
19551,19392,0362102116,0361104213,,
18153,18028,0362102609,0361103881,,
17806,17771,0362102749,0361104267,,
13249,13187,0362100774,0361104163,,
18689,18670,0362102387,0361100019,,
18689,18670,0361100019,,335215,4122469
18689,18670,0362106319,0361100019,,
15304,15233,0362100584,0361103913,,
17030,16944,0362105811,0361100263,,
14156,14085,0362101196,0361104561,,
14021,13999,0362101314,0361104249,,
14021,13999,0362101228,0361104249,,
18233,18162,0362102577,0361104638,,
18750,18741,0362106215,0361103388,,
18750,18741,0362101843,0361103388,,
18750,18741,0361103388,,335241,4544013
18750,18741,0362106206,0361103388,,
18750,18741,0362105259,0361103388,,
18750,18741,0362101834,0361103388,,
18910,18858,0362102333,0361100168,,
17566,17496,0362106296,0361103587,,
15894,15830,0362106269,0361103334,,
15894,15830,0362100426,0361103334,,
18787,18778,0362105684,0361103596,,
18787,18778,0361103596,,300268,4972044
18867,18858,0361100168,,300791,4122426
18947,18938,0361103551,,300310,300310
15091,15064,0362101219,0361104222,,
17682,17619,0362103284,0361103628,,
17414,17398,0362102903,0361103732,,
14664,14584,0362100991,0361104796,,
19016,19007,0361103922,,332274,4469523
13604,13524,0362102003,0361104439,,
18518,18475,0361103967,,335060,335060
18518,18475,0362102482,0361103967,,
15037,14940,0362105598,0361105033,,
19123,19114,0361104086,,335515,4318393
13409,13392,0361105006,,301078,4318466
13409,13392,0362101454,0361104516,,
13409,13392,0362101463,0361104516,,
13409,13392,0361103361,,331322,4122574
13409,13392,0361105096,,300256,4318440
13409,13392,0361104516,,300243,4122574
13409,13392,0362101436,0361103361,,
13409,13392,0361206362,,32038219,32871169
19150,19141,0361104335,,335539,5050557
19150,19141,0362102229,0361104335,,
19221,19212,0361103438,,335578,4469531
19221,19212,0362102188,0361103438,,
19221,19212,0362102197,0361103438,,
19258,19249,0362106233,0361104484,,
19258,19249,0362102179,0361104484,,
19258,19249,0361104484,,335606,4121951
15046,14940,0362100815,0361105033,,
17085,17049,0362105725,0361104656,,
13766,13757,0361203522,,0321773910,22161474
13766,13757,0361103316,,300685,5206185
13766,13757,0361104127,,30336095,5206185
13766,13757,0352103297,0371100182,330979,
13766,13757,0361103492,,331661,29444893
14236,14165,0362101142,0361104181,,
14236,14165,0362106251,0361104181,,
19347,19338,0361103985,,335671,4971944
19105,19007,0362102274,0361103922,,
19409,19392,0362102125,0361104213,,
19409,19392,0361104213,,335712,5010161
15199,15108,0362100643,0361104059,,
19579,19560,0361103827,,335763,4654750
15484,15448,0362100498,0361104475,,
14566,14450,0362101011,0361103619,,
15377,15313,0362100539,0361104882,,
18929,18858,0362102315,0361100168,,
14245,14165,0362101169,0361104181,,
19203,19141,0362102211,0361104335,,
15439,15402,0362106111,0361104362,,
15215,15108,0362100688,0361104059,,
19640,19631,0361103352,,335827,4122035
16490,16472,0362103221,0361104914,,
19702,19695,0361104493,,335841,4121986
14254,14165,0362101124,0361104181,,
13533,13524,0361104439,,331465,5010196
19374,19338,0362102143,0361103985,,
14913,14851,0362100928,0361100037,,
16409,16365,0362103266,0361104597,,
18732,18670,0362102419,0361100019,,
17316,17254,0362102975,0361104674,,
19383,19338,0362102134,0361103985,,
13267,13187,0362100756,0361104163,,
13267,13187,0362100747,0361104163,,
19962,19793,0362101983,0361104371,,
17325,17254,0362102957,0361104674,,
18572,18554,0362102437,0361104403,,
15224,15108,0362100697,0361104059,,
17904,17851,0362102713,0361104706,,
17192,17101,0362103076,0361103958,,
19980,19793,0362101956,0361104371,,
19800,19793,0361104371,,300205,4543999
19800,19793,0352106011,0371100182,300934,
19686,19631,0362102066,0361103352,,
20000,19999,0362101888,0361103863,,
20000,19999,0362101861,0361103863,,
20000,19999,0362101897,0361103863,,
20000,19999,0362101879,0361103863,,
20000,19999,0361103863,,335995,4122132
16935,16908,0362103135,0361104077,,
16935,16908,0362103117,0361104077,301092,
16310,16285,0362100729,0361104959,,
15117,15108,0361104059,,332689,29078504
14959,14940,0361105033,,332509,4318288
16720,20055,0362101938,0361103483,,
16720,20055,0362101929,0361103483,,
16720,20055,0362101902,0361103483,,
16720,20055,0361103483,,333749,333749
17094,17049,0362105734,0361104656,,
14263,14165,0362101133,0361104181,,
12073,12055,0262102814,0261101365,322238,
12073,12055,0261101365,,320369,29050007
12527,12509,0262103209,0261100355,,
12527,12509,0261100355,,318641,29050040
10079,10051,0262101709,0261100545,,
9752,9743,0261100875,,317881,29049800
9752,9743,0262101623,0261100875,,
9306,12920,0262102217,0261101356,,
12894,12876,0262102081,0261100839,,
12894,12876,0261100839,,318782,3519623
12894,12876,0262102099,0261100839,,
9805,9798,0262101736,0261100685,,
9805,9798,0261100685,,317893,29021710
9271,9262,0262102131,0261101071,,
9271,9262,0261204963,,,147852
9271,9262,0261104341,,1188897,3520083
9271,9262,0262102497,0261100925,,
9271,9262,0261104617,,1276527,29032000
9271,9262,0261101279,,317104,3519860
9271,9262,0261101089,,317324,29040100
9271,9262,0261100613,,1180314,3519992
9271,9262,0262100328,0261101089,317465,
9271,9262,0262102502,0261101207,,
9271,9262,0262104178,0261104549,,
9271,9262,0261104585,,317623,29032019
9271,9262,0261100572,,317415,29047664
9271,9262,0261200154,,23054595,111
9271,9262,0241100693,,2887366,21724073
9271,9262,0271104414,,2305753,3520075
9271,9262,0261100554,,3078541,28315386
9271,9262,0261204918,,,111
9271,9262,0262101501,0261100821,,
9271,9262,0261100821,,1000485,29033740
9271,9262,0262102479,0261102574,,
9271,9262,0261100599,,317427,29047680
9271,9262,0262103385,0261104499,,
9271,9262,0261104513,,1180338,35196090
9271,9262,0262103132,0261102574,,
9271,9262,0261204886,,,111
9271,9262,0281101416,,317257,3519755
9271,9262,0262102122,0261100102,,
9271,9262,0261101329,,1136571,3520024
9271,9262,0261101157,,845589,3519720
9271,9262,0261100269,,1101849,3520059
9271,9262,0261104549,,953960,3520016
9271,9262,0262102045,0261100789,,
9271,9262,0261100468,,317726,3520040
9271,9262,0261100812,,317269,3861870
9271,9262,0262104187,0261100925,,
9271,9262,0261100753,,317075,3520032
9271,9262,0261100536,,317518,29027403
9271,9262,0261104576,,792029,3861846
9271,9262,0261100102,,1185871,29033960
9271,9262,0261200077,,23079612,32033782
9271,9262,0262100296,0261100102,320905,
9271,9262,0261100789,,317116,3519976
9271,9262,0261101139,,317532,28300458
9271,9262,0262104201,0261100147,,
9271,9262,0261104499,,317453,7291420
9271,9262,0261100147,,317245,3519755
9271,9262,0261100459,,1000473,29033723
9271,9262,0262103869,0261101071,,
9271,9262,0221100032,,317049,3861838
9271,9262,0261101044,,1180352,3519763
9271,9262,0261100916,,849523,3519771
9271,9262,0261100287,,1214361,3519712
9271,9262,0262102999,0261101089,,
9271,9262,0262102488,0261104499,,
9271,9262,0261100676,,317740,28312452
9271,9262,0261101207,,317403,29040062
9271,9262,0261101243,,2057435,28974646
9271,9262,0262102312,0261101243,,
9271,9262,0262102298,0261100599,,
9271,9262,0262100373,0261101207,317336,
9271,9262,0261204895,,,111
9271,9262,0262103376,0261101139,,
9271,9262,0262103851,0261100821,,
9271,9262,0262102149,0261104499,,
9271,9262,0261101193,,1180326,3520008
9271,9262,0261100414,,1189061,3519984
9271,9262,0261102574,,317714,34982465
9271,9262,0261100925,,317702,28314682
9271,9262,0261204909,,,111
9271,9262,0261204936,,,10966616
9271,9262,0261100848,,1189059,29044919
9271,9262,0262101261,0261104341,317441,
9271,9262,0262103001,0261100599,,
9271,9262,0261204592,,7200879,111
9271,9262,0261100744,,2057411,29022880
9271,9262,0261100961,,317673,28301461
9271,9262,0261101184,,317207,3519682
9271,9262,0261200724,,22115263,29602616
9271,9262,0262103141,0261101071,,
9271,9262,0261101071,,3065805,11336694
9271,9262,0261101175,,317661,3520024
9271,9262,0262102461,0261101207,,
9271,9262,0262104169,0261100102,,
9271,9262,0262104196,0261100925,,
9271,9262,0262100097,0261100821,1006453,
9271,9262,0261100631,,317738,29034044
9271,9262,0262103394,0261104499,,
9271,9262,0261101098,,1062433,3520040
9271,9262,0231100046,,317051,6569308
9271,9262,0261100174,,2057473,29028913
9271,9262,0262102303,0261101098,,
9271,9262,0261200855,,868543,3029559
9271,9262,0261204877,,,111
9271,9262,0261100432,,99245,3519240
12536,12509,0262103195,0261100355,,
12536,12509,0262103186,0261100355,,
9841,9832,0262103313,0261104445,,
12705,12689,0262102841,0261104558,,
12705,12689,0262102868,0261104558,,
9896,9887,0261100192,,317934,29051339
9896,9887,0262101876,0261100192,,
10060,10051,0261100545,,317972,29047710
10060,10051,0262101718,0261100545,,
10113,10104,0262102357,0261100495,,
10113,10104,0261100495,,317984,29039998
9850,9832,0262103322,0261104445,,
9949,9930,0262104106,0261100052,,
9949,9930,0261100052,,2057370,29032027
10471,10453,0262103643,0261100563,,
9814,9798,0262101745,0261100685,,
9814,9798,0262101727,0261100685,,
10319,10293,0262102289,0261100278,319334,
10015,10006,0262102954,0261101302,,
10015,10006,0261101302,,317958,29045914
10202,10195,0262103878,0261100884,,
10202,10195,0261100884,,317996,29061790
10202,10195,0262103955,0261100884,,
