latitude,longitude,id,name,old_name,addr:housenumber,addr:street,siruta
47.7988525,22.8811249,522133576,LICEUL CU PROGRAM SPORTIV,,,,136492
47.7948337,22.8783269,522169515,SCOALA GENERALA GRIGORE MOISIL,,,,136492
47.7895792,22.8761719,523409162,COLEGIUL NATIONAL MIHAI EMINESCU,,,,136492
47.790971,22.8770557,523411063,COLEGIUL NATIONAL KOLCSEY FERENC,,1,Strada Mihai Eminescu,136492
45.3616393,26.6627426,525416826,SCOALA GENERALA I VIII,,,,49322
45.1514582,26.8234577,525595794,LICEUL ECONOMIC,,,,44827
46.5474136,24.5638017,530099084,LICEUL DE ARTA,,,,114328
46.5583315,24.5749718,530099128,,,,,114328
46.5585404,24.5783835,530099137,,,,,114328
47.1578881,27.5997994,530707058,COLEGIUL RICHARD WURMBRAND,,,,95079
44.4206361,24.3890571,533987870,COLEGIUL TEHNIC ION MINCU,,,,125356
45.447909,28.347203,534356141,LICEUL CFR," Grup Scolar Industrial Transporturi Feroviare""",,,0
44.1891103,27.3364552,534416949,LICEUL ECONOMIC,,,,92578
44.4188132,24.3830359,535072567,SCOALA CONSTANTIN BRANCOVEANU,,,,125356
45.4979954,28.129541,540653894,SCOALA PRIMARA NR 1,,,,0
47.1804685,27.501882,544366181,,,,,95284
45.8487152,23.142537,564747661,SCOALA GENERALA SIGISMUND TODUTA,,,,0
45.8542155,23.14642,564815507,SCOALA GENERALA NR 1,,,,0
45.6644304,25.5040861,565365539,SCOALA GENERALA,,,,40223
45.5296237,28.142521,565597112,,,,,0
44.9357312,25.4519754,577042675,SCOALA GENERALA  NR 4,,,,65351
44.932357,25.456637,577042681,SCOALA GENERALA NR 1,,,,65351
44.9329503,25.4480684,577046679,SCOALA GENERALA 10,,,,65351
45.7622676,25.5451861,577287511,,,,,41042
45.7609615,25.5442848,577287512,,,,,41042
47.772357,27.5512604,588972097,,,,,0
47.645422,27.5760757,589013815,,,,,0
47.961992,27.563533,589036727,SCOALA LUNCA CETATUIEI,,,,0
45.8386078,23.2007744,590421227,SCOALA GENERALA DR A VLAD,,10,Strada Luminii,87647
46.3713931,22.1276586,591581826,,,,,9707
44.424829,26.243144,597152973,,,,,0
46.8856183,27.9173717,598504849,,,,,96931
44.4183305,26.162569,599004065,SCOALA GENERALA NR 57,,,,179169
46.1694457,21.3127172,599200871,SCOALA POPULARA DE ARTE,,,Strada Gheorghe Baritiu,9271
46.802823,21.6637329,599492088,SCOALA GENERALA,,,,26984
46.7889318,21.7745976,599497354,SCOALA GENERALA TULCA,,,,31850
46.8112055,21.6490665,599499126,,,,,26984
46.7937301,21.8629614,599535824,SCOALA GENERALA GURBEDIU,,,,31823
47.1980236,27.5438431,599584735,GRUPUL SCOLAR AGRICOL VASILE ADAMACHI,,,,95079
47.2019496,27.5399659,599584736,SCOALA NORMALA VASILE LUPU,,,,95079
47.7434856,26.6488984,600096814,LICEUL MIHAI EMINESCU,,,,35740
47.7372118,26.6656592,600096900,SCOALA GENERALA 10,,,,35740
44.4045082,26.931617,601660748,SCOALA NR 114,,,,0
44.3959009,26.995316,601723683,SCOALA NR 111,,,,0
44.4037086,26.667027,601724656,SCOALA NR 141,,,,0
45.6810445,21.899705,602089064,CLUBUL COPIILOR,,,,155369
47.201494,27.5377505,603670065,SEMINARUL TEOLOGIC ORTODOX  SF VASILE CEL MARE,,46,Aleea M Sadoveanu,95079
44.4414004,24.7206362,608493877,SCOALA GENERALA CU CLASELE I VIII BUZESTI,,,,126371
45.6963311,21.2362232,611523879,SCOALA GIROC,,,,155323
45.2479719,25.945114,614929557,,,,,131595
47.9307338,23.8873652,618355091,DRAGOS VODA,,,,106568
44.4307338,24.3740397,618806444,LICEUL SPORTIV SLATINA,,,,125356
44.4314788,24.3524057,619204686,COLEGIUL NATIONAL RADU GRECEANU,,,,125356
44.4367848,26.143133,620080075,SCOALA GENERALA NR 198,,73,Strada Apusului,179150
46.5592031,24.5463526,620393667,SCOALA GENERALA NR 8,,,,114328
44.4415112,24.3557143,620911338,COLEGIUL NATIONAL CAROL I,,,,125356
44.4231579,24.3788165,620915603,COLEGIUL TEHNIC METALURGIC,,,,125356
44.4289423,26.1375008,622342272,SCOALA NR 70,,,,179169
44.4150524,26.160886,623620886,SCOALA GENERALA NR 89 NICOLAE LABIS,,,,179169
44.4142147,26.1667238,623630866,SCOALA GENERALA NR 112,,,,179169
44.4214764,26.1612382,623681949,SCOALA GIMNAZIALA NR 195 HAMBURG,,,,179169
44.4103889,26.1692083,631272510,SCOALA GENERALA NR 92,,,,179169
44.4083249,26.1748663,631302979,SCOALA GENERALA NR 20 SIMION MEHEDINTI,,,,179169
44.4527683,26.761443,635777683,SCOALA CU CLASELE I VIII NR 3,,,Soseaua Nicolae Titulescu,0
44.4111898,26.1809703,636062663,SCOALA GENERALA NR 149,,,,179169
44.4230354,26.1478834,639134861,SCOALA NR 86,,,,179169
44.430716,26.1600592,640391847,SCOALA NR 199,,,,179169
47.176691,27.4947122,642359114,SCOALA NOUA,,,,95284
