COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,roaep,safe,str,wikidata
12857536,0161102684,,307006,6930,6949,0161102684,ALBA,,,282,SCOALA GIMNAZIALA ROSIA DE SECAS,SCOALA GENERALA ROSIA DE SECAS,ROŞIA DE SECAŞ,,0,0,SCOLII,
,1062101438,1061106312,,49313,49420,1062101438,BUZĂU,,,,ŞCOALA PRIMARĂ SAT POLICIORI COMUNA SCORŢOASA,SCOALA PRIMARA SAT POLICIORI COMUNA SCORTOASA,POLICIORI,,0,0,,
,0862102859,0861101035,,41943,41961,0862102859,BRAŞOV,,,,Grădinița cu Program Normal Bărcut,GRADINITA CU PROGRAM NORMAL BARCUT,BĂRCUT,,0,0,,
12938930,2861100368,,6306145,125347,125356,2861100368,OLT,44.4278588571089,24.3802092580426,,"SCOALA GIMNAZIALA ""GEORGE POBORAN"" SLATINA",SCOALA GENERALA GEORGE POBORAN SLATINA,SLATINA,,ȘCOALA GENERALĂ GEORGE POBORAN,88,,
4495247,3161100607,,663474,142239,142248,3161100607,SĂLAJ,,,16,"ȘCOALA GIMNAZIALĂ ""PETRI MOR"" NUȘFALĂU",SCOALA GENERALA PETRI MOR NUSFALAU,NUŞFALĂU,,0,0,PETOFI ȘANDOR,
,2662103623,2661104981,,115076,115110,2662103623,MUREŞ,46.2956445425016,24.1960118194208,1,GRĂDINIȚA CU PROGRAM NORMAL CRĂIEȘTI,GRADINITA CU PROGRAM NORMAL CRAIESTI,CRĂIEŞTI,,GRĂDINIȚA DE COPII CU PROGRAM NORMAL CRĂIEȘTI,89,SCOLII,
,3862200314,3861200531,,167473,167482,3862200314,VÂLCEA,,,,"SCOALA PRIMARA ""’DISCOVERY KIDS’’",SCOALA PRIMARA DISCOVERY KIDS,RÂMNICU VÂLCEA,,0,0,,
2407834,1061104296,,413362,44934,44952,1061104296,BUZĂU,45.2456554369162,27.2910986191859,,ŞCOALA GIMNAZIALĂ SAT AMARA COMUNA BALTA ALBA,SCOALA GENERALA SAT AMARA COMUNA BALTA ALBA,AMARA,,ȘCOALA GIMNAZIALĂ SAT AMARA,74,,
21742177,0561101139,,361674,28415,28424,0561101139,BIHOR,,,210,"ȘCOALA GIMNAZIALĂ ""BENEDEK ELEK"" CETARIU",SCOALA GENERALA BENEDEK ELEK CETARIU,CETARIU,,0,0,sat Cetariu,
27152272,2261206241,,3122598,95391,95408,2261206241,IAŞI,,,6-8,"ȘCOALA POSTLICEALĂ SANITARĂ CENTRUL DE STUDII ""ȘTEFAN CEL MARE ȘI SFÂNT"", PASCANI",SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII STEFAN CEL MARE SI SFANT PASCANI,PAŞCANI,,0,0,E. STAMATE,
,0462103296,0461104614,,21007,21070,0462103296,BACĂU,46.456064884598,26.2736511279738,,SCOALA GIMNAZIALA PRELUCI,SCOALA GENERALA PRELUCI,PRELUCI,,ȘCOALA GENERALĂ PRELUCI,100,,
29045000,3861105339,,742426,174156,174165,3861105339,VÂLCEA,,,,"SCOALA GIMNAZIALA ""GRIGORE MIHAESCU"" VLADESTI",SCOALA GENERALA GRIGORE MIHAESCU VLADESTI,VLĂDEŞTI,,0,0,,
,3362100509,3361103471,,151157,151219,3362100509,SUCEAVA,47.5202206024482,26.4603699581908,,SCOALA PRIMARA OSOI,SCOALA PRIMARA OSOI,OSOI,,SCOALA PRIMARĂ OSOI,100,,
24292646,4061205731,,406718685,179132,179141,4061205731,MUNICIPIUL BUCUREŞTI,,,26,Grădiniţa Dreams World Kindergarten,GRADINITA DREAMS WORLD KINDERGARTEN,BUCUREŞTI SECTORUL 1,,0,0,"Pisoni, ing.",
17197617,2761102896,,616782,121938,121947,2761102896,NEAMŢ,47.2801642278763,26.3810878896562,,"SCOALA GIMNAZIALA ""IEREMIA IRIMESCU"", COMUNA BRUSTURI",SCOALA GENERALA IEREMIA IRIMESCU COMUNA BRUSTURI,BRUSTURI,,"ȘCOALA GIMNAZIALĂ ""IEREMIA IRIMESCU"" BRUSTURI",92,DN 15C,
13463597,1261201876,,,55446,55455,1261201876,CLUJ,,,11,"ȘCOALA POSTLICEALĂ ""HENRI COANDĂ"" HUEDIN",SCOALA POSTLICEALA HENRI COANDA HUEDIN,HUEDIN,,0,0,Victoriei,
,3962101885,3961100708,,175732,175750,3962101885,VRANCEA,45.6914567197214,27.0446900865318,1,GRADINITA CU PROGRAM NORMAL BLIDARI,GRADINITA CU PROGRAM NORMAL BLIDARI,BLIDARI,,GRĂDINIȚĂ,41,Principala,
,3462101911,3461100159,,151683,151692,3462101911,TELEORMAN,,,22,GRĂDINIȚA CU PROGRAM NORMAL NR. 6 TURNU MĂGURELE,GRADINITA CU PROGRAM NORMAL NR 6 TURNU MAGURELE,TURNU MĂGURELE,,0,0,Abatorului,
,0762101163,0761104329,,37217,37271,0762101163,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 2 GURANDA,GRADINITA CU PROGRAM NORMAL NR 2 GURANDA,GURANDA,,0,0,GURANDA,
32842406,2881101189,,1109554,125472,125481,2881101189,OLT,,,3,CLUBUL SPORTIV SCOLAR CARACAL,CLUBUL SPORTIV SCOLAR CARACAL,CARACAL,,0,0,Aleea Bibian,
28961310,1161104367,,424309,50987,50987,1161104367,CARAŞ-SEVERIN,,,59,ŞCOALA GIMNAZIALĂ OCNA DE FIER,SCOALA GENERALA OCNA DE FIER,OCNA DE FIER,,0,0,MORAVITA,
352517021,3561206659,,352517021,155243,155252,3561206659,TIMIŞ,,,55A,"SCOALA PRIMARA ""WENDY KIDS"" TIMISOARA",SCOALA PRIMARA WENDY KIDS TIMISOARA,TIMIŞOARA,,0,0,ALEEA GHIRODEI,
,0562104264,0561101207,1191777,28335,28399,0562104264,BIHOR,,,79,GRĂDINIȚA CU PROGRAM NORMAL NR. 6 DUȘEȘTI,GRADINITA CU PROGRAM NORMAL NR 6 DUSESTI,DUŞEŞTI,,0,0,Principala,
,3462101644,3461100503,,153507,153516,3462101644,TELEORMAN,44.1218686365657,25.3286315746551,,ȘCOALA GIMNAZIALĂ NR. 2 ORBEASCA DE JOS,SCOALA GENERALA NR 2 ORBEASCA DE JOS,ORBEASCA DE JOS,,ȘCOALA GIMNAZIALĂ NR. 2 ORBEASCA DE JOS ( CORP A),88,,
29126610,3561102033,,967583,155243,155252,3561102033,TIMIŞ,45.72922365,21.2128077184269,8,SCOALA GIMNAZIALA NR.2 MUN.TIMISOARA,SCOALA GENERALA NR 2 MUN TIMISOARA,TIMIŞOARA,101929105,0,0,str.Mures,
18501713,4061206284,,512022313,179132,179150,4061206284,MUNICIPIUL BUCUREŞTI,44.454233,26.1306849,13,"Grădiniţa ""Primii Paşi""",GRADINITA PRIMII PASI,BUCUREŞTI SECTORUL 2,2572556974,0,0,Str. Vladislav Voievod,
,0562103548,0561101442,358445,27908,27926,0562103548,BIHOR,,,66,GRĂDINIȚA CU PROGRAM NORMAL NR.2 ALBIȘ,GRADINITA CU PROGRAM NORMAL NR 2 ALBIS,ALBIŞ,,0,0,Principala,
3602710,3761105051,,733580,161829,161838,3761105051,VASLUI,46.6746807654064,28.0557325917621,,"COLEGIUL NAŢIONAL ""CUZA VODĂ"", MUN. HUŞI",COLEGIUL NATIONAL CUZA VODA MUN HUSI,HUŞI,,"COLEGIUL NAȚIONAL ""CUZA VODA""",86,,
,1862104013,1861105923,,82314,82332,1862104013,GORJ,,,,"GRADINITA CU PROGRAM NORMAL CIORARI, STOINA",GRADINITA CU PROGRAM NORMAL CIORARI STOINA,CIORARI,,0,0,,
,3562103296,3561101398,714259,158859,158886,3562103296,TIMIŞ,45.95653384009,20.4959019496731,,SCOALA PRIMARA TEREMIA MICA COM.TEREMIA MARE,SCOALA PRIMARA TEREMIA MICA COM TEREMIA MARE,TEREMIA MICĂ,,ȘCOALA PRIMARA TEREMIA MICĂ,76,,
5673520,2061103252,,530809,89856,89865,2061103252,HUNEDOARA,,,10,"LICEUL TEORETIC ""SILVIU DRAGOMIR"" ILIA",LICEUL TEORETIC SILVIU DRAGOMIR ILIA,ILIA,,0,0,Tudor Vladimirescu,
,2252102935,2271107077,,95471,95480,2252102935,IAŞI,,,2,CLUBUL COPIILOR TIRGU FRUMOS,CLUBUL COPIILOR TIRGU FRUMOS,TÂRGU FRUMOS,,0,0,Str. Voluntari,
,0762103102,0761105122,,36006,36015,0762103102,BOTOŞANI,,,15,GRADINITA CU PROGRAM PRELUNGIT NR 8 DOROHOI,GRADINITA CU PROGRAM PRELUNGIT NR 8 DOROHOI,DOROHOI,,0,0,BERZEI,
18990539,3461101219,,699100,155145,153197,3461101219,TELEORMAN,43.8592566361829,24.7254069238063,,ȘCOALA GIMNAZIALĂ SAELELE,SCOALA GENERALA SAELELE,SAELELE,,ȘCOALA GIMNAZIALĂ SAELELE,100,,
,1162100621,1161104367,420858,50987,50987,1162100621,CARAŞ-SEVERIN,,,59,GRĂDINIŢA CU PROGRAM NORMAL OCNA DE FIER,GRADINITA CU PROGRAM NORMAL OCNA DE FIER,OCNA DE FIER,,0,0,MOREVITA,
,3262100474,3261102006,320674095,143922,143940,3262100474,SIBIU,45.914336695627,23.8535834727599,,SCOALA PRIMARA SANGATIN,SCOALA PRIMARA SANGATIN,SÂNGĂTIN,,ȘCOALA PRIMARĂ - SÎNGĂTIN,96,NR. 123,
12857526,0161102467,,305096,3805,3814,0161102467,ALBA,46.0979397500348,23.9201413553467,,"SCOALA GIMNAZIALA ""ARON COTRUS"" CERGAU MARE",SCOALA GENERALA ARON COTRUS CERGAU MARE,CERGĂU MARE,,"ȘCOALA GIMNAZIALĂ ""ARON COTRUȘ"" CERGĂU MARE",100,,
,0762103459,0761100135,55558,35884,35919,0762103459,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR.2 TOCILENI,GRADINITA CU PROGRAM NORMAL NR 2 TOCILENI,TOCILENI,,0,0,,
,3762106518,3761105223,,163002,163048,3762106518,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT REDIU GALIAN",GRADINITA CU PROGRAM NORMAL SAT REDIU GALIAN,REDIU GALIAN,,0,0,,
4779044,1261104994,,120975970,54975,54984,1261104994,CLUJ,,,02.apr,"LICEUL TEORETIC ""LUCIAN BLAGA"" CLUJ-NAPOCA",LICEUL TEORETIC LUCIAN BLAGA CLUJ NAPOCA,CLUJ-NAPOCA,,0,0,Băişoara,
,3762106043,3761104285,,162924,162951,3762106043,VASLUI,46.8299944294639,27.9674131687812,,"ȘCOALA GIMNAZIALĂ, SAT BUNEȘTI",SCOALA GENERALA SAT BUNESTI,BUNEŞTI,,ȘCOALA GIMNAZIALĂ I-IV BUNEȘTI,87,,
4941382,1661104355,,832001,73068,73077,1661104355,DOLJ,44.23308034061,23.8588746305038,274,"LICEUL TEHNOLOGIC ""ING. IONETE AURELIAN"" MALU MARE",LICEUL TEHNOLOGIC ING IONETE AURELIAN MALU MARE,MALU MARE,,"LICEUL TEHNOLOGIC ""ING. IONETE AURELIAN""",88,Bechetului,
18990474,3461100738,,699239,153400,153419,3461100738,TELEORMAN,43.6727678754224,25.4711903437959,,ȘCOALA GIMNAZIALĂ NĂSTURELU,SCOALA GENERALA NASTURELU,NĂSTURELU,,ȘCOALA GIMNAZIALĂ NĂSTURELU,100,GIURGIULUI,
,2462102272,2461100103,,106559,106568,2462102272,MARAMUREŞ,,,244,SCOALA GIMNAZIALA NR. 6 SIGHETU MARMATIEI,SCOALA GENERALA NR 6 SIGHETU MARMATIEI,SIGHETU MARMAŢIEI,,0,0,DRAGOS VODA,
,1862101625,1861105819,,79736,79807,1862101625,GORJ,,,,"GRADINITA CU PROGRAM NORMAL PINOASA, CILNIC",GRADINITA CU PROGRAM NORMAL PINOASA CILNIC,PINOASA,,0,0,,
,3562103432,3561102015,,158065,158092,3562103432,TIMIŞ,45.6042346379723,20.9589609144669,,SCOALA PRIMARA SANMARTINUL SARBESC COM.PECIU NOU,SCOALA PRIMARA SANMARTINUL SARBESC COM PECIU NOU,SÂNMARTINU SÂRBESC,,ȘCOALA PRIMARĂ SÎNMARTINU SÎRBESC,77,,
25299081,2861100187,,628187,126406,126415,2861100187,OLT,44.3015561936685,24.7443199810511,109,LICEUL TEHNOLOGIC CRIMPOIA,LICEUL TEHNOLOGIC CRIMPOIA,CRÂMPOIA,,LICEUL TEHNOLOGIC CRÎMPOIA,100,PRINCIPALA,
,3362106239,3361100278,,147072,147116,3362106239,SUCEAVA,47.3343730010438,26.2996287190289,,SCOALA GIMNAZIALA MOISA,SCOALA GENERALA MOISA,MOIŞA,,ȘCOALA GIMNAZIALĂ MOIȘA,100,,
4340552,4061100502,,1225906,179132,179169,4061100502,MUNICIPIUL BUCUREŞTI,,,9,"Liceul Teoretic ""Dante Alighieri""",LICEUL TEORETIC DANTE ALIGHIERI,BUCUREŞTI SECTORUL 3,,0,0,Fuiorului,
,1062102041,1061106452,,50102,50139,1062102041,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL SAT CÂNDEŞTI COMUNA VERNEŞTI,GRADINITA CU PROGRAM NORMAL SAT CANDESTI COMUNA VERNESTI,CÂNDEŞTI,,0,0,,
23635746,2761102091,,616562,125123,121867,2761102091,NEAMŢ,47.0260087506378,26.7373846809364,21,"ȘCOALA GIMNAZIALĂ, COMUNA VĂLENI",SCOALA GENERALA COMUNA VALENI,VĂLENI,,ȘCOALA GIMNAZIALA COMUNA VALENI,100,str. General Dram,
4122531,0361104959,,327609,16285,16294,0361104959,ARGEŞ,45.0115692252299,25.0341564342944,1,ȘCOALA GIMNAZIALĂ DAVIDEȘTI,SCOALA GENERALA DAVIDESTI,DAVIDEŞTI,,ȘCOALA DAVIDEȘTI,78,PRINCIPALĂ,
,2362100683,2361101553,,102213,102222,2362100683,ILFOV,,,51,GRĂDINIȚA NR. 1 CORNETU,GRADINITA NR 1 CORNETU,CORNETU,,0,0,CRINULUI,
,0762102856,0761104822,,37547,37556,0762102856,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 HAVIRNA,GRADINITA CU PROGRAM NORMAL NR 1 HAVIRNA,HAVÂRNA,,0,0,HAVARNA,
29380250,0761100049,,389353,37618,37627,0761100049,BOTOŞANI,,,,"SCOALA GIMNAZIALA ""TEOFIL VALCU"" HANESTI",SCOALA GENERALA TEOFIL VALCU HANESTI,HĂNEŞTI,,0,0,HANESTI,
,1362103802,1361100107,,61737,61764,1362103802,CONSTANŢA,,,,GRĂDINIŢA CU PROGRAM NORMAL DOBROMIR-DEAL,GRADINITA CU PROGRAM NORMAL DOBROMIR DEAL,DOBROMIRU DIN DEAL,,0,0,,
,3362107041,3361103408,,146744,146753,3362107041,SUCEAVA,,,FN,GRADINITA CU PROGRAM NORMAL NR. 8 VATRA DORNEI,GRADINITA CU PROGRAM NORMAL NR 8 VATRA DORNEI,VATRA DORNEI,,0,0,BIRNAREL,
14118481,2361101309,,400569111,105936,105945,2361101309,ILFOV,,,65,"LICEUL TEORETIC ""ALEXANDRU ROSETTI""",LICEUL TEORETIC ALEXANDRU ROSETTI,VIDRA,,0,0,GĂRII,
,0662101784,0661100824,375285,34075,34128,0662101784,BISTRIŢA-NĂSĂUD,,,133,GRĂDINIȚA CU PROGRAM NORMAL MALIN,GRADINITA CU PROGRAM NORMAL MALIN,MALIN,,0,0,Principală,
,2062102215,2061103234,,90538,90583,2062102215,HUNEDOARA,45.5223566469568,23.0662231665635,32,ȘCOALA PRIMARĂ GALAȚI,SCOALA PRIMARA GALATI,GALAŢI,,ȘCOALA PRIMARĂ GALAȚI,100,Principala,
14128825,1861104682,,509549,81576,81594,1861104682,GORJ,,,,"LICEUL TEHNOLOGIC ""G-RAL C-TIN SANDRU"" BILTA, RUNCU",LICEUL TEHNOLOGIC G RAL C TIN SANDRU BILTA RUNCU,BÂLTA,,0,0,,
,3862104302,3861105018,,167473,167561,3862104302,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL STOLNICENI,GRADINITA CU PROGRAM NORMAL STOLNICENI,STOLNICENI,,0,0,,
,2262104372,2261105034,,95060,95079,2262104372,IAŞI,,,50,"GRĂDINIȚA CU PROGRAM SĂPTĂMÂNAL MOŢOC, IAŞI",GRADINITA CU PROGRAM SAPTAMANAL MOTOC IASI,IAŞI,,0,0,STRADA TUDOR NECULAI,
4674633,3361107882,,844468,146539,146548,3361107882,SUCEAVA,47.4675412783874,26.2813658175114,10,"COLEGIUL ""VASILE LOVINESCU"" FALTICENI",COLEGIUL VASILE LOVINESCU FALTICENI,FĂLTICENI,,"COLEGIUL ""VASILE LOVINESCU""",83,MAIOR IOAN,
,3762100263,3761104543,,166636,166663,3762100263,VASLUI,46.7180785126841,27.7600101944681,,"ȘCOALA PRIMARĂ, SAT MOARA DOMNEASCĂ",SCOALA PRIMARA SAT MOARA DOMNEASCA,MOARA DOMNEASCĂ,,ȘCOALA PRIMARĂ SAT MOARA DOMNEASCĂ,100,,
,2262103891,2261106216,,99478,99511,2262103891,IAŞI,47.3378417582787,26.5937955558493,,"ȘCOALA GIMNAZIALĂ, UDA",SCOALA GENERALA UDA,UDA,,SCOALA GIMNAZIALA UDA,100,,
8539370,4061101652,,2002179,179132,179178,4061101652,MUNICIPIUL BUCUREŞTI,,,38-40,"Grădinița ""Panseluţa""",GRADINITA PANSELUTA,BUCUREŞTI SECTORUL 4,,0,0,Panselelor,
,3762100919,3761104828,,165817,165871,3762100919,VASLUI,46.4730350876342,27.8695029886267,,"ȘCOALA PRIMARĂ, SAT REDIU",SCOALA PRIMARA SAT REDIU,REDIU,,ȘCOALA PRIMARĂ REDIU,91,,
,1962101732,1961104563,,85877,85911,1962101732,HARGHITA,,,90,ȘCOALA PRIMARĂ FILPEA,SCOALA PRIMARA FILPEA,FILPEA,,0,0,FILPEA,
,2862103579,2861100608,,127536,127554,2862103579,OLT,,,,GRADINITA CU PROGRAM NORMAL BUSCA,GRADINITA CU PROGRAM NORMAL BUSCA,BUŞCA,,0,0,,
,0462101294,0461105018,,21098,21105,0462101294,BACĂU,,,,GRADINITA CU PROGRAM NORMAL NR 1 ARDEOANI,GRADINITA CU PROGRAM NORMAL NR 1 ARDEOANI,ARDEOANI,,0,0,,
,1762103045,1761101717,,75098,75105,1762103045,GALAŢI,,,,"LICEUL TEHNOLOGIC ""SFANTUL IOAN"", LOCALITATEA GALATI",LICEUL TEHNOLOGIC SFANTUL IOAN LOCALITATEA GALATI,GALAŢI,,0,0,,
,1562102784,1561100158,,69330,69367,1562102784,DÂMBOVIŢA,,,4,GRĂDINIȚA CU PROGRAM NORMAL IZVORU VIȘINA,GRADINITA CU PROGRAM NORMAL IZVORU VISINA,IZVORU,,0,0,IZVORU,
,1762103592,1761104453,,77224,77242,1762103592,GALAŢI,45.5146922489683,27.9288914527717,,"SCOALA PRIMARA NR.1, SAT CISMELE, COMUNA SMARDAN",SCOALA PRIMARA NR 1 SAT CISMELE COMUNA SMARDAN,CIŞMELE,,SCOALA PRIMARĂ NR.1 CIȘMELE,74,,
,1262105118,1261102549,,55473,55589,1262105118,CLUJ,,,,"GRĂDINIȚA CU PROGRAM NORMAL TICU-COLONIE, COM. AGHIREȘU",GRADINITA CU PROGRAM NORMAL TICU COLONIE COM AGHIRESU,TICU-COLONIE,,0,0,PRINCIPALA,
,1862101991,1861105674,,80711,80720,1862101991,GORJ,44.9209778094911,23.6207188431232,,SCOALA PRIMARA NR.1 LICURICI,SCOALA PRIMARA NR 1 LICURICI,LICURICI,,ȘCOALA PRIMARĂ LICURICI,90,,
26695564,2461100876,,579477,106318,106327,2461100876,MARAMUREŞ,,,4,"SCOALA GIMNAZIALA ""PETRE DULFU"" BAIA MARE",SCOALA GENERALA PETRE DULFU BAIA MARE,BAIA MARE,,0,0,CETATII,
14124220,3361103851,,330687573,147465,147474,3361103851,SUCEAVA,,,,"SCOALA GIMNAZIALA ""ARTUR GOROVEI"" BUNESTI",SCOALA GENERALA ARTUR GOROVEI BUNESTI,BUNEŞTI,,0,0,,
,1462101753,1461100173,460676,63688,63697,1462101753,COVASNA,,,509,Școala Gimnazială Nr. 2 Ciumernic,SCOALA GENERALA NR 2 CIUMERNIC,SITA BUZĂULUI,,0,0,Ciumernic,
,0362102636,0361103881,,18028,18144,0362102636,ARGEŞ,,,,ŞCOALA GIMNAZIALĂ PĂDUROIU,SCOALA GENERALA PADUROIU,PĂDUROIU DIN VALE,,0,0,PITESTI-DRAGASANI DN 67 B,
,2262101378,2261105382,,95060,95079,2262101378,IAŞI,47.1455819,27.5836543481992,86,"ȘCOALA PRIMARĂ NR. 1 ""VASILE CONTA"", IAŞI",SCOALA PRIMARA NR 1 VASILE CONTA IASI,IAŞI,48593167,0,0,Al. Nicolina,
29027365,0261101338,,318689,12643,12661,0261101338,ARAD,46.0412798026254,21.1049054240899,,SCOALA GIMNAZIALA MAILAT,SCOALA GENERALA MAILAT,MAILAT,,ȘCOALA GENERALĂ MAILAT,100,,
,2062102319,2061103234,,90538,90574,2062102319,HUNEDOARA,45.5378175054137,23.0791055269583,6,ȘCOALA PRIMARĂ NR. 1 FIZEȘTI,SCOALA PRIMARA NR 1 FIZESTI,FIZEŞTI,,ȘCOALA PRIMARĂ FIZEȘTI,90,Principala,
,2262101559,2261105884,547606,96003,96049,2262101559,IAŞI,47.1996580154142,27.784046057235,,"ȘCOALA PRIMARĂ, UNGHENI",SCOALA PRIMARA UNGHENI,UNGHENI,,SCOALA PRIMARA UNGHENI,100,,
4266103,4061100303,,6011697,179132,179178,4061100303,MUNICIPIUL BUCUREŞTI,,,86-90,"Grădiniţa ""Ciupercuţa""",GRADINITA CIUPERCUTA,BUCUREŞTI SECTORUL 4,,0,0,Militaru Stoian,
,2962104226,2961101544,636201,130847,130874,2962104226,PRAHOVA,,,123,"ȘCOALA GIMNAZIALĂ ""VLAD MUȘATESCU"", SAT GĂGENI, COMUNA PĂULEȘTI",SCOALA GENERALA VLAD MUSATESCU SAT GAGENI COMUNA PAULESTI,GĂGENI,,0,0,ȘCOLII,
,3862103468,3861105131,,168452,168504,3862103468,VÂLCEA,44.5641689105713,23.9642313089484,,SCOALA PRIMARA GORUNESTI,SCOALA PRIMARA GORUNESTI,GORUNEŞTI,,ȘCOALA PRIMARĂ GORUNEȘTI,100,,
,0562100364,0561101935,1192927,30069,30130,0562100364,BIHOR,,,157,GRĂDINIŢA CU PROGRAM NORMAL NR.6 ORTITEAG,GRADINITA CU PROGRAM NORMAL NR 6 ORTITEAG,ORTITEAG,,0,0,"sat Ortiteag, nr.157",
30688603,1561205609,,3040013,65342,65351,1561205609,DÂMBOVIŢA,,,71,ȘCOALA POSTLICEALĂ SANITARĂ ”CHRISTIANA” TÂRGOVIȘTE,SCOALA POSTLICEALA SANITARA CHRISTIANA TARGOVISTE,TÂRGOVIŞTE,,0,0,Valul Cetaţii,
,0862103729,0861100405,397207,42003,42030,0862103729,BRAŞOV,45.6472970084309,25.785566821331,465,Școala Gimnazială Purcăreni,SCOALA GENERALA PURCARENI,PURCĂRENI,,SCOALA GENERALA PURCARENI,100,PRINCIPALA,
,2362100163,2361102405,,105160,105204,2362100163,ILFOV,44.6764267353823,26.0829267979074,10,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN BĂICOI ANU""",SCOALA GENERALA CONSTANTIN BAICOI ANU,TÂNCĂBEŞTI,,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN I.BĂICOIANU""",96,CONSTANTIN BAICOIANU,
24196525,2761201952,,3631434,124206,124215,2761201952,NEAMŢ,,,62,"GRĂDINIȚA PARTICULARĂ CU PROGRAM NORMAL ""SFANTA ANA"", COMUNA SĂBĂOANI",GRADINITA PARTICULARA CU PROGRAM NORMAL SFANTA ANA COMUNA SABAOANI,SĂBĂOANI,,0,0,ORIZONTULUI,
,2962104556,2961102961,639112,134853,134871,2962104556,PRAHOVA,,,66,"ȘCOALA PRIMARĂ, SAT DRĂGĂNEASA, COMUNA PROVIȚA DE JOS",SCOALA PRIMARA SAT DRAGANEASA COMUNA PROVITA DE JOS,DRĂGĂNEASA,,0,0,PRINCIPALĂ,
,1962100939,1961103752,,84558,84567,1962100939,HARGHITA,,,526,GRĂDINIȚA BECEVÁRI JOSENI,GRADINITA BECEVARI JOSENI,JOSENI,,0,0,PRINCIPALĂ,
17140564,2261104612,,546602,95391,95435,2261104612,IAŞI,47.2450732526958,26.6637199593784,3,"ȘCOALA GIMNAZIALĂ, GÎŞTEŞTI",SCOALA GENERALA GISTESTI,GÂŞTEŞTI,,SCOALA GISTESTI,77,Str. Pietris,
,1162101016,1161103511,423032,51387,51403,1162101016,CARAŞ-SEVERIN,45.0093547034188,21.3983984246392,303,ŞCOALA PRIMARĂ IAM,SCOALA PRIMARA IAM,IAM,,ȘCOALA PRIMARĂ IAM,100,PRINCIPALĂ,
24990266 (asociatie),2261207111,,,95060,95079,2261207111,IAŞI,,,2,"GRĂDINIȚA ""EURO KID"", IAȘI",GRADINITA EURO KID IASI,IAŞI,,0,0,Cazangiilor,
29003803,2561102126,,1196399,109773,109782,2561102126,MEHEDINŢI,,,47 A,ȘCOALA GIMNAZIALĂ NR.15 DROBETA TURNU SEVERIN,SCOALA GENERALA NR 15 DROBETA TURNU SEVERIN,DROBETA-TURNU SEVERIN,,0,0,CRISAN,
29062400,2961100059,,638596,134050,134069,2961100059,PRAHOVA,,,982,"ȘCOALA GIMNAZIALĂ, COMUNA MĂGURENI",SCOALA GENERALA COMUNA MAGURENI,MĂGURENI,,0,0,PRINCIPALĂ,
,0362102211,0361104335,,19141,19203,0362102211,ARGEŞ,,,,ŞCOALA PRIMARĂ NR. 3,SCOALA PRIMARA NR 3,VALEA CALULUI,,0,0,,
,0362102966,0361104674,,17254,17263,0362102966,ARGEŞ,,,,GRADINITA CU PROGRAM NORMAL MIHAESTI,GRADINITA CU PROGRAM NORMAL MIHAESTI,MIHĂEŞTI,,0,0,,
27993399,2361102165,,400562785,101298,101305,2361102165,ILFOV,,,147,"GRĂDINIȚA ""RIŢA GĂRGĂRIŢA""",GRADINITA RITA GARGARITA,BRĂNEŞTI,,0,0,SLT. PETRE IONEL,
,2462102435,2461101574,,109096,109167,2462102435,MARAMUREŞ,47.6015468991328,23.7682279630609,,SCOALA GIMNAZIALA SURDESTI,SCOALA GENERALA SURDESTI,ŞURDEŞTI,,SCOALA GENERALĂ,77,,
,1562102522,1561100036,,101341,101369,1562102522,DÂMBOVIŢA,,,756,GRĂDINIȚA CU PROGRAM NORMAL NR.1 BREZOAIA,GRADINITA CU PROGRAM NORMAL NR 1 BREZOAIA,BREZOAIA,,0,0,PRINCIPALĂ,
,3762102351,3761104665,,165719,165773,3762102351,VASLUI,46.836192502494,27.5627511499726,,"ȘCOALA PRIMARĂ, SAT RATEȘU CUZEI",SCOALA PRIMARA SAT RATESU CUZEI,RATEŞU CUZEI,,ȘCOALA PRIMARĂ RATEȘU-CUZEI,93,,
,0362102749,0361104267,,17771,17806,0362102749,ARGEŞ,,,,ŞCOALA PRIMARĂ ALEXANDRU MOLDOVEANU,SCOALA PRIMARA ALEXANDRU MOLDOVEANU,SBOGHIŢEŞTI,,0,0,,
,3162104059,3161100711,,141134,141198,3162104059,SĂLAJ,,,32,ȘCOALA GIMNAZIALĂ FODORA,SCOALA GENERALA FODORA,FODORA,,0,0,Principală,
,1762103624,1761104566,,75098,75105,1762103624,GALAŢI,,,160,"GRADINITA CU PROGRAM NORMAL NR.20, LOCALITATEA GALATI",GRADINITA CU PROGRAM NORMAL NR 20 LOCALITATEA GALATI,GALAŢI,,0,0,TECUCI,
