COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,str,wikidata
13971722,1961104423,,520579,84380,84399,1961104423,HARGHITA,46.2013569,25.2037795,408,"ȘCOALA GIMNAZIALĂ ""JÁNOS ZSIGMOND"" DÂRJIU",SCOALA GIMNAZIALA JANOS ZSIGMOND DARJIU,DÂRJIU,3530619265,PRINCIPALĂ,
,2962100724,2961107387,640630,130712,130758,2962100724,PRAHOVA,,,52B,"GRĂDINIȚA CU PROGRAM NORMAL, SAT NEGOIEȘTI, COMUNA BRAZI",GRADINITA CU PROGRAM NORMAL SAT NEGOIESTI COMUNA BRAZI,NEGOIEŞTI,,BUCEGI,
4246190,1961104355,,520593,84415,84424,1961104355,HARGHITA,,,48,"ȘCOALA GIMNAZIALĂ ""NYIRŐ JÓZSEF"" FRUMOASA",SCOALA GIMNAZIALA NYIRŐ JÓZSEF FRUMOASA,FRUMOASA,,GHIMESULUI,
,2962105937,2961100127,1104164,133795,133848,2962105937,PRAHOVA,,,139A,"GRĂDINIȚA CU PROGRAM NORMAL ""VESELIEI"", SAT MALU VÂNAT, COMUNA IZVOARELE",GRADINITA CU PROGRAM NORMAL VESELIEI SAT MALU VANAT COMUNA IZVOARELE,MALU VÂNĂT,,PRINCIPALĂ,
,3062100233,3061101917,,138208,138226,3062100233,SATU MARE,,,72,ȘCOALA GIMNAZIALĂ DOMĂNEȘTI,SCOALA GIMNAZIALA DOMANESTI,DOMĂNEŞTI,,PRINCIPALA,
17130285,2261102691,,549991,97606,97660,2261102691,IAŞI,,,,"ȘCOALA GIMNAZIALĂ, HECI",SCOALA GIMNAZIALA HECI,HECI,,,
,0262102963,0261100735,,12876,12885,0262102963,ARAD,,,,GRADINITA PN ZIMANDU NOU,GRADINITA PN ZIMANDU NOU,ZIMANDU NOU,,,
,0462103183,0461104677,,24427,24481,0462103183,BACĂU,,,,GRADINITA CU PROGRAM NORMAL RUSENII RAZESI,GRADINITA CU PROGRAM NORMAL RUSENII RAZESI,RUSENII RĂZEŞI,,,
17130188,2261104562,,546042,95060,95079,2261104562,IAŞI,,,8,"ȘCOALA GIMNAZIALĂ ""ION GHICA"", IAŞI",SCOALA GIMNAZIALA ION GHICA IASI,IAŞI,,PRIMAVERII,
14110534,3361103227,,336765951,149753,149762,3361103227,SUCEAVA,,,,SCOALA GIMNAZIALA PALTINOASA,SCOALA GIMNAZIALA PALTINOASA,PĂLTINOASA,,,
,0662102396,0661103827,1253628,33364,33373,0662102396,BISTRIŢA-NĂSĂUD,,,825,GRĂDINIȚA CU PROGRAM NORMAL CONSILIU ILVA MICĂ,GRADINITA CU PROGRAM NORMAL CONSILIU ILVA MICA,ILVA MICA,,Principală,
17140734,2261104598,,550110,97679,97688,2261104598,IAŞI,,,,"ȘCOALA GIMNAZIALĂ, LEȚCANI",SCOALA GIMNAZIALA LETCANI,LEŢCANI,,,
,3462102609,3461100792,,151932,151941,3462102609,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 CREVENICU,GRADINITA CU PROGRAM NORMAL NR 1 CREVENICU,CREVENICU,,,
2613265,2761102702,,612982,120726,120735,2761102702,NEAMŢ,,,16,"LICEUL TEHNOLOGIC ECONOMIC - ADMINISTRATIV, MUNICIPIUL PIATRA-NEAMȚ",LICEUL TEHNOLOGIC ECONOMIC  ADMINISTRATIV MUNICIPIUL PIATRA NEAMT,PIATRA-NEAMŢ,,ALEXANDRU LAPUSNEANU,
,1462101875,1461100096,461498,64639,64666,1462101875,COVASNA,,,62,Școala Primară Lisnău,SCOALA PRIMARA LISNAU,LISNĂU,,Principală,
14136771,2361102251,,400563818,102160,102204,2361102251,ILFOV,,,411,ȘCOALA GIMNAZIALĂ NR. 2 TAMAŞI,SCOALA GIMNAZIALA NR 2 TAMASI,TAMAŞI,,SOSEAUA UNIRII,
3825851,2481103428,,1323863,106318,106327,2481103428,MARAMUREŞ,,,82A,CLUBUL SPORTIV SCOLAR NR. 2 BAIA MARE,CLUBUL SPORTIV SCOLAR NR 2 BAIA MARE,BAIA MARE,,VICTORIEI,
637724,2961107351,,637724,132896,132930,2961107351,PRAHOVA,,,21,"ȘCOALA GIMNAZIALĂ ""PLATON MOCANU"", SAT DRAJNA DE JOS, COMUNA DRAJNA",SCOALA GIMNAZIALA PLATON MOCANU SAT DRAJNA DE JOS COMUNA DRAJNA,DRAJNA DE JOS,,RADU ȘERBAN VOEVOD,
,0862103349,0861100613,,40955,40982,0862103349,BRAŞOV,,,131,Școala Primară Rotbav,SCOALA PRIMARA ROTBAV,ROTBAV,,O. BANCIC,
,1062105225,1061105035,,45753,45806,1062105225,BUZĂU,,,,ŞCOALA PRIMARĂ SAT OLARI COMUNA CALVINI,SCOALA PRIMARA SAT OLARI COMUNA CALVINI,OLARI,,,
29340779,0861100034,,397608,40198,40205,0861100034,BRAŞOV,,,8,Liceul de Arte Plastice 'Hans Mattis-Teutsch' Brașov,LICEUL DE ARTE PLASTICE HANS MATTIS TEUTSCH BRASOV,BRAŞOV,,VALEA CETATII,
,2862104033,2861100264,,125490,125524,2862104033,OLT,,,,GRADINITA CU PROGRAM NORMAL LIICENI,GRADINITA CU PROGRAM NORMAL LIICENI,LIICENI,,,
,2062102233,2061103234,,90538,90618,2062102233,HUNEDOARA,,,20,ȘCOALA PRIMARĂ PONOR,SCOALA PRIMARA PONOR,PONOR,,Principala,
,3162102229,3161100105,,142952,143003,3162102229,SĂLAJ,,,134,GRĂDINIȚA CU PROGRAM NORMAL SUBCETATE,GRADINITA CU PROGRAM NORMAL SUBCETATE,SUB CETATE,,Principală,
,0462104763,0461107273,,25521,25601,0462104763,BACĂU,,,,GRADINITA CU PROGRAM NORMAL SLOBOZIA NOUA,GRADINITA CU PROGRAM NORMAL SLOBOZIA NOUA,SLOBOZIA NOUĂ,,,
,2262103647,2261102533,554556,95088,95140,2262103647,IAŞI,,,,"ȘCOALA PRIMARĂ, VIȘAN",SCOALA PRIMARA VISAN,VIŞAN,,,
,1962102308,1961104803,,86339,86357,1962102308,HARGHITA,,,651,"ȘCOALA PRIMARĂ ""ÉBNER JENŐ"" IZVORU MUREŞULUI",SCOALA PRIMARA ÉBNER JENŐ IZVORU MURESULUI,IZVORU MUREŞULUI,,PRINCIPALĂ,
29034419,2661108474,,605915,120254,120263,2661108474,MUREŞ,,,231,"ȘCOALA GIMNAZIALĂ ""PETRE N. POPESCU"" VÂNĂTORI",SCOALA GIMNAZIALA PETRE N POPESCU VANATORI,VÂNĂTORI,,PRINCIPALA,
,1662102692,1661104997,,73629,73647,1662102692,DOLJ,,,,SCOALA PRIMARA CAMPENI,SCOALA PRIMARA CAMPENI,CÂMPENI,,,
,1562104135,1561101123,,68404,68413,1562104135,DÂMBOVIŢA,,,327 B,GRĂDINIȚA CU PROGRAM NORMAL PIETROȘIȚA,GRADINITA CU PROGRAM NORMAL PIETROSITA,PIETROŞIŢA,,JOSENI,
,0462102589,0461106557,,23494,23546,0462102589,BACĂU,,,,SCOALA GIMNAZIALA COCIU,SCOALA GIMNAZIALA COCIU,COCIU,,,
,1562101946,1561101688,,65431,65440,1562101946,DÂMBOVIŢA,,,2,GRĂDINIȚA CU PROGRAM NORMAL NR.2 RĂZVAD,GRADINITA CU PROGRAM NORMAL NR 2 RAZVAD,RĂZVAD,,BISERICII,
,0162101199,0161100126,,1213,1286,0162101199,ALBA,,,24,SCOALA PRIMARA GIRBOVA DE JOS,SCOALA PRIMARA GIRBOVA DE JOS,GÂRBOVA DE JOS,,GHEORGHE ASACHI,
2541339,3861100162,,745533,168041,168050,3861100162,VÂLCEA,,,,GRADINITA CU PROGRAM PRELUNGIT NR 1 CASUTA PITICILOR HOREZU,GRADINITA CU PROGRAM PRELUNGIT NR 1 CASUTA PITICILOR HOREZU,HOREZU,,,
,1362102724,1361100116,,60419,60428,1362102724,CONSTANŢA,,,1,ŞCOALA GIMNAZIALĂ ’MARIN SORESCU’ CONSTANŢA,SCOALA GIMNAZIALA MARIN SORESCU CONSTANTA,CONSTANŢA,,Mihu Copilu,
18008872,1261100072,,120438192,56844,56853,1261100072,CLUJ,,,381,"ȘCOALA GIMNAZIALĂ CEANU MARE, COM. CEANU MARE",SCOALA GIMNAZIALA CEANU MARE COM CEANU MARE,CEANU MARE,,,
,1062101904,1061106312,,49313,49331,1062101904,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMALSAT BALTA TOCILA COMUNA SCORŢOASA,GRADINITA CU PROGRAM NORMALSAT BALTA TOCILA COMUNA SCORTOASA,BALTA TOCILA,,,
,0562107534,0561101347,1192044,28530,28585,0562107534,BIHOR,,,153,GRĂDINIŢA CU PROGRAM NORMAL NR.4 POCLUŞA DE BARCĂU,GRADINITA CU PROGRAM NORMAL NR 4 POCLUSA DE BARCAU,POCLUŞA DE BARCĂU,,Principala,
,3762101888,3761104204,,162381,162416,3762101888,VASLUI,,,,"ȘCOALA PRIMARĂ, SAT BĂBUȘA",SCOALA PRIMARA SAT BABUSA,BĂBUŞA,,,
,0462106299,0461107793,,25488,25503,0462106299,BACĂU,,,,SCOALA GIMNAZIALA CUCUIETI,SCOALA GIMNAZIALA CUCUIETI,CUCUIEŢI,,,
,2862103638,2861104544,,129816,129825,2862103638,OLT,,,,GRADINITA CU PROGRAM NORMAL VERGULEASA,GRADINITA CU PROGRAM NORMAL VERGULEASA,VERGULEASA,,,
,1162100205,1161103565,425092,53247,53265,1162100205,CARAŞ-SEVERIN,,,389,ŞCOALA GIMNAZIALĂ „IOAN CIUCUREL“ ŞOŞDEA,SCOALA GIMNAZIALA IOAN CIUCUREL“ SOSDEA,ŞOŞDEA,,,
,0162100827,0161102924,,4302,4311,0162100827,ALBA,,,,GRADINITA CU PROGRAM NORMAL FARAU,GRADINITA CU PROGRAM NORMAL FARAU,FĂRĂU,,,
,3562105321,3561101484,,155350,155369,3562105321,TIMIŞ,,,24,GRADINITA CU PROGRAM NORMAL NR.2 MUN.LUGOJ,GRADINITA CU PROGRAM NORMAL NR 2 MUN LUGOJ,LUGOJ,,20.dec.89,
,1862104904,1861105778,,80249,80276,1862104904,GORJ,,,,"GRADINITA CU PROGRAM NORMAL TRESTIOARA, DRAGOTESTI",GRADINITA CU PROGRAM NORMAL TRESTIOARA DRAGOTESTI,TRESTIOARA,,,
,3362106085,3361102823,683838,147241,147303,3362106085,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL FALCAU,GRADINITA CU PROGRAM NORMAL FALCAU,FALCĂU,,,
26591873,2461100415,,580488,106746,106755,2461100415,MARAMUREŞ,,,,SCOALA GIMNAZIALA NR. 7 BORSA,SCOALA GIMNAZIALA NR 7 BORSA,BORŞA,,"INDEPENDENTEI, NR. 22 A",
29149974 ,1561101385,,468850,67470,67489,1561101385,DÂMBOVIŢA,,,3,ȘCOALA GIMNAZIALĂ FINTA,SCOALA GIMNAZIALA FINTA,FINTA MARE,,EROILOR,
33026660,1261201813,,,54975,54984,1261201813,CLUJ,46.76321225,23.6108602814371,22,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""PARADISUL PRICHINDEILOR"" CLUJ-NAPOCA",GRADINITA CU PROGRAM PRELUNGIT PARADISUL PRICHINDEILOR CLUJ NAPOCA,CLUJ-NAPOCA,283370913,Constantin Brâncoveanu,
,1662101809,1661105374,,70316,70325,1662101809,DOLJ,,,,GRADINITA CU PROGRAM PRELUNGIT NR. 7 BAILESTI,GRADINITA CU PROGRAM PRELUNGIT NR 7 BAILESTI,BĂILEŞTI,,,
28697359,3661101451,,7195220,161035,161044,3661101451,TULCEA,,,99,"ŞCOALA GIMNAZIALĂ ""NICHIFOR LUDOVIG"" NICULIŢEL",SCOALA GIMNAZIALA NICHIFOR LUDOVIG NICULITEL,NICULIŢEL,,Isaccei,
,0562105559,0561101112,363464,30568,30620,0562105559,BIHOR,,,25,ȘCOALA PRIMARĂ NR.3 VĂRZARI,SCOALA PRIMARA NR 3 VARZARI,VĂRZARI,,,
,3262102707,3261101457,320674186,146012,144045,3262102707,SIBIU,,,,SCOALA GIMNAZIALA SMIG,SCOALA GIMNAZIALA SMIG,ŞMIG,,O. Goga Nr. 214,
,1162101554,1161104159,421527,51877,51877,1162101554,CARAŞ-SEVERIN,,,7,GRĂDINIŢA CU PROGRAM NORMAL CONSTANTIN DAICOVICIU,GRADINITA CU PROGRAM NORMAL CONSTANTIN DAICOVICIU,CONSTANTIN DAICOVICIU,,NU ARE,
,1162101007,1161103511,423044,51387,51412,1162101007,CARAŞ-SEVERIN,,,99 A,ŞCOALA PRIMARĂ MILCOVENI,SCOALA PRIMARA MILCOVENI,MILCOVENI,,PRINCIPALĂ,
18079199,4061205794,,405245875,179132,179141,4061205794,MUNICIPIUL BUCUREŞTI,44.4644117,26.085085,66,"Grădiniţa cu predare în limba germană ""Fridolin""",GRADINITA CU PREDARE IN LIMBA GERMANA FRIDOLIN,BUCUREŞTI SECTORUL 1,2841152725,Popa Savu,
4323292,2661105105,,606177,114925,114934,2661105105,MUREŞ,,,15,"LICEUL TEORETIC ""ANDREI BÂRSEANU"" TÂRNĂVENI",LICEUL TEORETIC ANDREI BARSEANU TARNAVENI,TÂRNĂVENI,,REPUBLICII,
25604657,4061205274,,234171857,179132,179178,4061205274,MUNICIPIUL BUCUREŞTI,44.4178228,26.1067763,121,"Şcoala Primară ""Big Smile""",SCOALA PRIMARA BIG SMILE,BUCUREŞTI SECTORUL 4,2730582971,Cuza Vodă,
,0562105003,0561100753,363608,30773,30835,0562105003,BIHOR,,,,ŞCOALA PRIMARĂ NR. 1 VALEA DE JOS,SCOALA PRIMARA NR 1 VALEA DE JOS,VALEA DE JOS,,"sat Valea de Jos , Nr.37",
29126989,3561106539,,707957,155243,155252,3561106539,TIMIŞ,45.7889521,21.2410182033951,3,GRADINITA CU PROGRAM PRELUNGIT NR.26 MUN.TIMISOARA,GRADINITA CU PROGRAM PRELUNGIT NR 26 MUN TIMISOARA,TIMIŞOARA,228633134,Teiului,
,2962103605,2961102604,641294,131577,131586,2962103605,PRAHOVA,,,218,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2, ORAȘUL SLĂNIC",GRADINITA CU PROGRAM NORMAL NR 2 ORASUL SLANIC,SLĂNIC,,CALEA PLOIESTI,
28991140,1161100119,,424359,51118,51127,1161100119,CARAŞ-SEVERIN,,,1,"ȘCOALA GIMNAZIALĂ ""ROMUL LADEA"" ORAVIȚA",SCOALA GIMNAZIALA ROMUL LADEA ORAVITA,ORAVIŢA,,ZONA-GĂRII,
,3362104793,3361103815,,151095,151102,3362104793,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL NR. 1 VICOVU DE SUS,GRADINITA CU PROGRAM NORMAL NR 1 VICOVU DE SUS,VICOVU DE SUS,,,
,3462102514,3461100702,,153561,153570,3462102514,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ PIATRA,SCOALA GIMNAZIALA PIATRA,PIATRA,,,
,0462105755,0461107187,,25228,25237,0462105755,BACĂU,,,,GRADINITA CU PROGRAM NORMAL SAUCESTI,GRADINITA CU PROGRAM NORMAL SAUCESTI,SĂUCEŞTI,,,
,3762102672,3761104819,,165416,165434,3762102672,VASLUI,,,,"ȘCOALA PRIMARĂ, SAT BOGEȘTI",SCOALA PRIMARA SAT BOGESTI,BOGEŞTI,,,
,0462100985,0461104623,,26320,23779,0462100985,BACĂU,,,,GRADINITA CU PROGRAM NORMAL NR 1 SARATA,GRADINITA CU PROGRAM NORMAL NR 1 SARATA,SĂRATA,,,
,3762105802,3761105119,,166985,167008,3762105802,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT BUHĂIEȘTI",GRADINITA CU PROGRAM NORMAL SAT BUHAIESTI,BUHĂIEŞTI,,,
,1862100764,1861106173,,80908,80917,1862100764,GORJ,,,,SCOALA PRIMARA NR.2 MUSETESTI (SIRBESTI),SCOALA PRIMARA NR 2 MUSETESTI (SIRBESTI),MUŞETEŞTI,,,
,0162101335,0161103432,307966,8425,8434,0162101335,ALBA,,,,GRADINITA CU PROGRAM NORMAL VIDRA,GRADINITA CU PROGRAM NORMAL VIDRA,VIDRA,,,
,3562102802,3561106426,,155840,155859,3562102802,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL COM. BETHAUSEN,GRADINITA CU PROGRAM NORMAL COM BETHAUSEN,BETHAUSEN,,,
,0162104121,0161103224,,4525,4534,0162104121,ALBA,,,50A,GRADINITA CU PROGRAM NORMAL GARDA DE SUS,GRADINITA CU PROGRAM NORMAL GARDA DE SUS,GÂRDA DE SUS,,,
,0762104166,0761104858,,36202,36257,0762104166,BOTOŞANI,,,,SCOALA PRIMARA NR.3 ICHIMENI,SCOALA PRIMARA NR 3 ICHIMENI,ICHIMENI,,ICHIMENI,
13629755,1761100051,,492863,75203,75212,1761100051,GALAŢI,,,3 BIS,"GRADINITA CU PROGRAM PRELUNGIT ""PRICHINDEL"", LOCALITATEA TECUCI",GRADINITA CU PROGRAM PRELUNGIT PRICHINDEL LOCALITATEA TECUCI,TECUCI,,ECATERINA TEODOROIU,
,1662102344,1661104717,,73996,74019,1662102344,DOLJ,,,,SCOALA GIMNAZIALA PISCU SADOVEI,SCOALA GIMNAZIALA PISCU SADOVEI,PISCU SADOVEI,,,
,3362107552,3361104083,,147134,147143,3362107552,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL NR. 2 BOSANCI,GRADINITA CU PROGRAM NORMAL NR 2 BOSANCI,BOSANCI,,,
2285016,4061206447,,402624551,179132,179169,4061206447,MUNICIPIUL BUCUREŞTI,,,19,"Grădiniţa ""Ina Kindergarten""",GRADINITA INA KINDERGARTEN,BUCUREŞTI SECTORUL 3,,Colţei,
,1362102466,1361104997,,60847,60856,1362102466,CONSTANŢA,,,60A,GRĂDINIŢA CU PROGRAM NORMAL NR.11 MEDGIDIA,GRADINITA CU PROGRAM NORMAL NR 11 MEDGIDIA,MEDGIDIA,,REPUBLICII,
,3362105871,3361102651,,150980,151013,3362105871,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL PALTINU,GRADINITA CU PROGRAM NORMAL PALTINU,PALTINU,,,
19012308,2261105753,,1277739,95060,95079,2261105753,IAŞI,,,10,"ȘCOALA GIMNAZIALĂ NR. 41, IAȘI",SCOALA GIMNAZIALA NR 41 IASI,IAŞI,,DR. VICOL,
,2662101562,2661104479,,115307,115334,2662101562,MUREŞ,,,40,GRĂDINIȚA CU PROGRAM NORMAL CUND,GRADINITA CU PROGRAM NORMAL CUND,CUND,,PRINCIPALĂ,
,2362100199,2361101526,,104582,104617,2362100199,ILFOV,,,193,ȘCOALA PRIMARĂ NR. 2 SURLARI,SCOALA PRIMARA NR 2 SURLARI,SURLARI,,CRISULUI,
,0762103744,0761104564,,36952,36998,0762103744,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 4 FUNDU HERTII,GRADINITA CU PROGRAM NORMAL NR 4 FUNDU HERTII,FUNDU HERŢII,,FUNDU HERTII,
,1162101789,1161103529,,54412,54430,1162101789,CARAŞ-SEVERIN,,,61,GRĂDINIŢA CU PROGRAM NORMAL BORLOVA,GRADINITA CU PROGRAM NORMAL BORLOVA,BORLOVA,,NU ARE,
,1362104604,1361104907,,62440,62459,1362104604,CONSTANŢA,,,,GRĂDINIŢA CU PROGRAM NORMAL NICOLAE BĂLCESCU,GRADINITA CU PROGRAM NORMAL NICOLAE BALCESCU,NICOLAE BĂLCESCU,,,
,2662107464,2661105453,,115851,115860,2662107464,MUREŞ,,,345A,GRĂDINIȚA CU PROGRAM NORMAL BREAZA,GRADINITA CU PROGRAM NORMAL BREAZA,BREAZA,,PRINCIPALĂ,
,3862104415,3861105226,,172340,172359,3862104415,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,PIETRARI,,,
,3762103673,3761105087,,163379,163388,3762103673,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT DELEȘTI",GRADINITA CU PROGRAM NORMAL SAT DELESTI,DELEŞTI,,,
,0462106123,0461108315,,25932,26001,0462106123,BACĂU,,,,SCOALA GIMNAZIALA VIFORENI,SCOALA GIMNAZIALA VIFORENI,VIFORENI,,,
,3162103117,3161100521,,140280,140299,3162103117,SĂLAJ,,,277B,GRĂDINIȚA CU PROGRAM NORMAL BOBOTA,GRADINITA CU PROGRAM NORMAL BOBOTA,BOBOTA,,Principală,
6873373,3381100193,,1132410,146744,146753,3381100193,SUCEAVA,47.3471936,25.3535798,29,CLUBUL SPORTIV SCOLAR VATRA DORNEI,CLUBUL SPORTIV SCOLAR VATRA DORNEI,VATRA DORNEI,791312161,MIHAI EMINESCU,
,2562101003,2561102126,,109773,109782,2562101003,MEHEDINŢI,,,41A,"GRĂDINIȚA CU PROGRAM NORMAL NR.4
DROBETA TURNU SEVERIN","GRADINITA CU PROGRAM NORMAL NR 4
DROBETA TURNU SEVERIN",DROBETA-TURNU SEVERIN,,Crişan,
33687726,3191104531,,6821690,139704,139713,3191104531,SĂLAJ,,,1,CENTRUL JUDEȚEAN DE EXCELENȚĂ SĂLAJ,CENTRUL JUDETEAN DE EXCELENTA SALAJ,ZALĂU,,Unirii,
,3762100833,3761104181,,165899,165942,3762100833,VASLUI,,,,"ȘCOALA GIMNAZIALĂ, SAT ȘERBOTEȘTI",SCOALA GIMNAZIALA SAT SERBOTESTI,ŞERBOTEŞTI,,,
29075826,2961100294,,639368,135226,135235,2961100294,PRAHOVA,,,1,"ȘCOALA GIMNAZIALĂ, COMUNA SECĂRIA",SCOALA GIMNAZIALA COMUNA SECARIA,SECĂRIA,,ȘCOLII,
,0762102838,0761104822,,37547,37565,0762102838,BOTOŞANI,,,,SCOALA PRIMARA ’’DUMITRU POMPAS’’ BALINTI,SCOALA PRIMARA DUMITRU POMPAS BALINTI,BALINŢI,,BALINTI,
25408211,3861100578,,960494,167473,167482,3861100578,VÂLCEA,,,,COLEGIUL ENERGETIC RM. VALCEA,COLEGIUL ENERGETIC RM VALCEA,RÂMNICU VÂLCEA,,,
,1562100574,1561101489,,68182,68191,1562100574,DÂMBOVIŢA,,,162,GRĂDINIȚA CU PROGRAM NORMAL MOROENI,GRADINITA CU PROGRAM NORMAL MOROENI,MOROENI,,PRINCIPALĂ,
22459943,1761100589,,496077,77509,77518,1761100589,GALAŢI,,,,"SCOALA GIMNAZIALA NR.1, COMUNA VARLEZI",SCOALA GIMNAZIALA NR 1 COMUNA VARLEZI,VĂRLEZI,,,
,0462102978,0461104935,,26118,26172,0462102978,BACĂU,,,,"SCOALA GIMNAZIALA ""VASILE DOBROVICI"" GODINESTT DE JOS",SCOALA GIMNAZIALA VASILE DOBROVICI GODINESTT DE JOS,GODINEŞTII DE JOS,,,
,1662102204,1661106009,,74705,74723,1662102204,DOLJ,,,,GRADINITA CU PROGRAM NORMAL VERBICIOARA,GRADINITA CU PROGRAM NORMAL VERBICIOARA,VERBICIOARA,,,
,0262104834,0261100708,,12368,12395,0262104834,ARAD,,,,GRADINITA PN MÂSCA-SIRIA,GRADINITA PN MASCA SIRIA,MÂSCA,,,
19025170,1761201285,,9773856,75098,75105,1761201285,GALAŢI,,,12,"GRADINITA CU PROGRAM PRELUNGIT “OMUL DE ZAPADA”, LOCALITATEA GALATI",GRADINITA CU PROGRAM PRELUNGIT “OMUL DE ZAPADA LOCALITATEA GALATI,GALAŢI,,UNIVERSITATII,
,2362100222,2361101526,,104582,104608,2362100222,ILFOV,,,13,ȘCOALA PRIMARĂ NR. 1 MĂINEASCA,SCOALA PRIMARA NR 1 MAINEASCA,MĂINEASCA,,SINESTI,
24457701,1261103229,,123108798,55259,55268,1261103229,CLUJ,,,4,"LICEUL TEORETIC ""JOSIKA MIKLOS"" TURDA",LICEUL TEORETIC JOSIKA MIKLOS TURDA,TURDA,,B.P. Hașdeu,
,0462100189,0461108437,,22781,22807,0462100189,BACĂU,,,,GRADINITA CU PROGRAM NORMAL NR 2 GARLENI,GRADINITA CU PROGRAM NORMAL NR 2 GARLENI,GÂRLENI,,,
17358772,0961101748,,404153,42682,42691,0961101748,BRĂILA,45.2620885,27.95576355718,2,"ŞCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" BRĂILA",SCOALA GIMNAZIALA MIHAI EMINESCU BRAILA,BRĂILA,92925181,Aleea Cutezătorilor,
,3162103067,3161100842,,142676,142694,3162103067,SĂLAJ,,,30,ȘCOALA PRIMARĂ BERCEA,SCOALA PRIMARA BERCEA,BERCEA,,Principală,
2843353,2961101743,,2000004,131103,131121,2961101743,PRAHOVA,,,75,"COLEGIUL NAŢIONAL MILITAR ""DIMITRIE CANTEMIR"" BREAZA",COLEGIUL NATIONAL MILITAR DIMITRIE CANTEMIR BREAZA,BREAZA DE SUS,,REPUBLICII,
,2962105756,2961102468,639186,134942,135011,2962105756,PRAHOVA,,,361,"ȘCOALA GIMNAZIALĂ, SAT PUCHENII MOȘNENI, COMUNA PUCHENII MARI",SCOALA GIMNAZIALA SAT PUCHENII MOSNENI COMUNA PUCHENII MARI,PUCHENII MOŞNENI,,PUCHENII MOȘNENI,
,1362103838,1361100107,,61737,61791,1362103838,CONSTANŢA,,,,ŞCOALA GIMNAZIALĂ NR. 1 VĂLENI,SCOALA GIMNAZIALA NR 1 VALENI,VĂLENI,,,
,2362101051,2361101544,,179285,179301,2362101051,ILFOV,,,4,ȘCOALA PRIMARĂ NR. 1 RUDENI,SCOALA PRIMARA NR 1 RUDENI,RUDENI,,PANDURI,
,3862101787,3861101204,,168602,168611,3862101787,VÂLCEA,,,,SCOALA GIMNAZIALA BERBESTI,SCOALA GIMNAZIALA BERBESTI,BERBEŞTI,,,
,2862102646,2861104449,,128711,128748,2862102646,OLT,,,,GRADINITA CU PROGRAM NORMAL BIRCII,GRADINITA CU PROGRAM NORMAL BIRCII,BIRCII,,,
29038836,2961101838,,638065,133330,133349,2961101838,PRAHOVA,,,278J,"ȘCOALA GIMNAZIALĂ, COMUNA FLOREȘTI",SCOALA GIMNAZIALA COMUNA FLORESTI,FLOREŞTI,,ȘCOLII,
,3962103082,3961100025,,178545,178563,3962103082,VRANCEA,,,1,SCOALA PRIMARA MESTEACANU,SCOALA PRIMARA MESTEACANU,MESTEACĂNU,,Principala,
,1562102947,1561100909,,66857,66946,1562102947,DÂMBOVIŢA,,,36,ȘCOALA PRIMARĂ VADU STANCHII CORBII MARI,SCOALA PRIMARA VADU STANCHII CORBII MARI,VADU STANCHII,,MARE,
4038970,3061101763,,650037,136483,136492,3061101763,SATU MARE,,,9,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 1 SATU MARE,GRADINITA CU PROGRAM PRELUNGIT NR 1 SATU MARE,SATU MARE,,01.dec.18,
25330543,2861104648,,629583,129656,129665,2861104648,OLT,,,,SCOALA GIMNAZIALA VALEA MARE,SCOALA GIMNAZIALA VALEA MARE,VALEA MARE,,,
,0862102832,0861101044,,40278,40287,0862102832,BRAŞOV,,,,Grădinița cu Program Prelungit 'Mateiaș Brâncoveanu' Făgăraș,GRADINITA CU PROGRAM PRELUNGIT MATEIAS BRANCOVEANU FAGARAS,FĂGĂRAŞ,,N. BALCESCU NR.20,
,3762105354,3761104475,,167268,165318,3762105354,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT CRÂNGU NOU",GRADINITA CU PROGRAM NORMAL SAT CRANGU NOU,CRÂNGU NOU,,,
,2862104173,2861100721,,129987,130008,2862104173,OLT,,,,GRADINITA CU PROGRAM NORMAL BARCANESTI,GRADINITA CU PROGRAM NORMAL BARCANESTI,BĂRCĂNEŞTI,,,
