COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,safe,str,wikidata
,2662107152,2661104615,601074,119723,119732,2662107152,MUREŞ,,,140,GRĂDINIȚA CU PROGRAM NORMAL SUSENI,GRADINITA CU PROGRAM NORMAL,SUSENI,,0,PRINCIPALA,
,0262102895,0261100423,322264,12091,12108,0262102895,ARAD,,,37,GRADINITA PP NR 2 SINTANA,GRADINITA CU PROGRAMRAM PRELUNGIT NR 2 SINTANA,SÂNTANA,,0,01.dec,
18001394,1261103663,,120438934,56522,56531,1261103663,CLUJ,,,44,"ȘCOALA GIMNAZIALĂ CĂMĂRAȘU, COM. CĂMĂRAȘU",SCOALA GENERALA,CĂMĂRAŞU,,0,,
17130366,2261102723,,553801,99968,99995,2261102723,IAŞI,47.2924651005012,26.6665670187581,,"ȘCOALA GIMNAZIALĂ, TOPILE",SCOALA GENERALA,TOPILE,,1,,
123456,1761204501,,2077320,75098,75105,1761204501,GALAŢI,45.4109167,28.015252,25,"SCOALA POSTLICEALA “INTELLECTUM”, LOCALITATEA GALATI",SCOALA POSTLICEALA INTELLECTUM,GALAŢI,2115411102,0,OTELARILOR,
29466840,1361100898,,130453831,63189,62967,1361100898,CONSTANŢA,,,18,ŞCOALA GIMNAZIALĂ ’ION GHICA’ TORTOMAN,SCOALA GENERALA ION GHICA,TORTOMAN,,0,01.dec,
13646713,1461100223,,460420,63394,63401,1461100223,COVASNA,45.8725009528615,25.7945431622614,1,"Școala Gimnazială ""Gödri Ferenc"" Sfântu Gheorghe",SCOALA GENERALA GÖDRI FERENC,SFÂNTU  GHEORGHE,,1,Elevilor,
,1362104441,1361100785,,62397,62404,1362104441,CONSTANŢA,,,22,GRĂDINIŢA CU PROGRAM NORMAL NEGRU VODĂ,GRADINITA CU PROGRAM NORMAL,NEGRU VODĂ,,0,ZORELELOR,
28180556,0661101558,,374889,33729,33738,0661101558,BISTRIŢA-NĂSĂUD,,,217,"ȘCOALA GIMNAZIALĂ ""DARIU POP"" MĂGURA ILVEI",SCOALA GENERALA DARIU POP,MĂGURA ILVEI,,0,Principală,
4646927,0861101234,,396526,41177,41202,0861101234,BRAŞOV,45.9453669976879,25.2734677795442,9,Școala Gimnazială Cuciulata,SCOALA GENERALA,CUCIULATA,,1,PRINCIPALA,
,3962101546,3961100753,,177879,177904,3962101546,VRANCEA,,,1,SCOALA PRIMARA COSTISA,SCOALA PRIMARA,COSTIŞA,,0,Principala,
,1262104266,1261103084,,54975,54984,1262104266,CLUJ,,,02.apr,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""AȘCHIUȚĂ"" - STRUCTURA 3 CLUJ-NAPOCA",GRADINITA CU PROGRAM PRELUNGIT ASCHIUTA STRUCTURA 3,CLUJ-NAPOCA,,0,Pascaly Nicolae,
,5262100252,5261101488,,101001,101010,5262100252,GIURGIU,,,,SCOALA PRIMARA NR.2 MELETIE,SCOALA PRIMARA NR 2 MELETIE,BĂNEASA,,0,,
,1162104679,1161103642,423551,53372,53407,1162104679,CARAŞ-SEVERIN,45.4807806262151,22.2244125826145,,ŞCOALA PRIMARĂ IAZ,SCOALA PRIMARA,IAZ,,1,,
,3462103474,3461103637,,152350,152396,3462103474,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 LICURICIU,GRADINITA CU PROGRAM NORMAL NR 3,LICURICIU,,0,,
,3962102719,3961100979,,178689,178714,3962102719,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL FARAOANELE,GRADINITA CU PROGRAM NORMAL,FARAOANELE,,0,Domneasca,
29885369,0661100973,,371485,32394,32401,0661100973,BISTRIŢA-NĂSĂUD,,,23,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2 BISTRIȚA,GRADINITA CU PROGRAM PRELUNGIT NR 2,BISTRIŢA,,0,Rodnei,
21426280,0561101478,,359243,26840,26859,0561101478,BIHOR,,,4,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 1 ȘTEI,GRADINITA CU PROGRAM PRELUNGIT NR 1,ŞTEI,,0,str. Tineretului,
26787463,3961100934,,758841,178279,178288,3961100934,VRANCEA,,,5,SCOALA GIMNAZIALA URECHESTI,SCOALA GENERALA,URECHEŞTI,,0,Zorilor,
,3962104386,3961100803,,178750,178769,3962104386,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL VRINCIOAIA,GRADINITA CU PROGRAM NORMAL VRINCIOAIA,VRÂNCIOAIA,,0,Principala,
29165430,0461107594,,344365,21506,21551,0461107594,BACĂU,,,,"SCOALA GIMNAZIALA ""ION ROTARU"" VALEA LUI ION",SCOALA GENERALA ION ROTARU,VALEA LUI ION,,0,,
,2662102156,2661108411,,114382,114408,2662102156,MUREŞ,46.5350615209073,24.4999793352924,149,ȘCOALA GIMNAZIALĂ NAZNA,SCOALA GENERALA,NAZNA,,1,PRINCIPALĂ,
,2762100813,2761102019,,123521,123549,2762100813,NEAMŢ,,,200,"ȘCOALA GIMNAZIALĂ NR. 1, SAT BOBOIEŞTI, COMUNA PIPIRIG",SCOALA GENERALA NR 1 COMUNA PIPIRIG,BOBOIEŞTI,,0,OZANEI,
,0562103299,0561101297,359047,31128,31137,0562103299,BIHOR,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 SÎRBI,GRADINITA CU PROGRAM NORMAL NR 1 SIRBI,SÂRBI,,0,sat Sîrbi,
33995106,1691106232,,9999802,69900,69919,1691106232,DOLJ,44.31879565,23.7914190773039,2,CENTRUL JUDETEAN DE EXCELENTA DOLJ,CENTRUL JUDETEAN DE EXCELENTA DOLJ,CRAIOVA,172692818,0,Maiorescu Ion,
4384338,0861100726,,397623,40278,40287,0861100726,BRAŞOV,45.8421466,24.9677324,1,Colegiul Național 'Radu Negru' Făgăraș,COLEGIUL NATIONAL RADU NEGRU,FĂGĂRAŞ,1615566105,1,SCOLII,
4038903,3061101686,,978477,136483,136492,3061101686,SATU MARE,,,4,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 13 SATU MARE,GRADINITA CU PROGRAM PRELUNGIT NR 13,SATU MARE,,0,MILCOV,
,1062102032,1061104839,,50415,50424,1062102032,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL SAT FUNDENI COMUNA ZĂRNEŞTI,GRADINITA CU PROGRAM NORMAL COMUNA ZARNESTI,FUNDENI,,0,,
,1062101212,1061104337,,47373,47408,1062101212,BUZĂU,45.1810766983861,26.810881903386,,ȘCOALA GIMNAZIALĂ SAT POTOCENI COMUNA MĂRĂCINENI,SCOALA GENERALA COMUNA MARACINENI,POTOCENI,,0,,
10078511,0561108431,,500919,26564,26573,0561108431,BIHOR,47.054162267585,21.9266155963971,5,"LICEUL GRECO-CATOLIC ""IULIU MANIU"" ORADEA",LICEUL GRECO CATOLIC IULIU MANIU,ORADEA,,1,str. Iuliu Maniu,
13378866,1961104884,,5035593,83133,83142,1961104884,HARGHITA,46.3116873,25.3106967422821,16A,"ȘCOALA GIMNAZIALĂ ""MÓRA FERENC"" ODORHEIU SECUIESC",SCOALA GENERALA MÓRA FERENC,ODORHEIU SECUIESC,452279764,0,VICTORIEI,
,2962104592,2961102988,643228,136107,136125,2962104592,PRAHOVA,45.33750285,25.726618217025,53,"GRĂDINIȚA CU PROGRAM NORMAL, SAT TRĂISTENI, COMUNA VALEA DOFTANEI",GRADINITA CU PROGRAM NORMAL COMUNA VALEA DOFTANEI,TRĂISTENI,361718941,0,NICOLAE GRIGORESCU,
,0262102099,0261100839,,12876,12894,0262102099,ARAD,,,,GRADINITA PN UTVINIS,GRADINITA PN UTVINIS,ANDREI ŞAGUNA,,0,,
,2662101494,2661103917,,116867,116910,2662101494,MUREŞ,46.5223421725822,24.7147414844617,41,ȘCOALA PRIMARĂ MAIAD,SCOALA PRIMARA,MAIAD,,1,PRINCIPALĂ,
4244865,3321100095,,682614,146263,146272,3321100095,SUCEAVA,,,15,INSPECTORATUL ȘCOLAR JUDEȚEAN SUCEAVA,INSPECTORATUL SCOLAR JUDETEAN,SUCEAVA,,0,Calea Unirii,
4245658,1961104667,,5029166,83320,83339,1961104667,HARGHITA,46.3619514218337,25.8032965135153,18,"LICEUL DE ARTE ""NAGY ISTVÁN"" MIERCUREA CIUC",LICEUL DE ARTE NAGY ISTVAN,MIERCUREA CIUC,,1,PIAȚA LIBERTĂŢII,
35522384,3561200201,,352159233,155243,155252,3561200201,TIMIŞ,,,27,GRADINITA CORDIANA TIMISOARA,GRADINITA CORDIANA,TIMIŞOARA,,0,GLAD,
19070384,0561108381,,363347,30470,30489,0561108381,BIHOR,46.7935729986846,22.2882109287882,81,ȘCOALA GIMNAZIALĂ NR.1 POMEZEU,SCOALA GENERALA NR 1,POMEZEU,,1,,
,1852101941,1871104606,,78141,78150,1852101941,GORJ,,,1,CLUBUL COPIILOR SI ELEVILOR MOTRU,CLUBUL COPIILOR SI ELEVILOR,MOTRU,,0,str Minerului,
,1962102579,1961100134,,85582,85617,1962102579,HARGHITA,,,265,"ȘCOALA GIMNAZIALĂ ""PÉCSI SIMON"" ELISENI",SCOALA GENERALA PÉCSI SIMON,ELISENI,,0,PRINCIPALĂ,
,2762101497,2761102521,613883,120860,120879,2762101497,NEAMŢ,46.9269192122631,26.9618527216002,183,"ȘCOALA GIMNAZIALĂ ""CAROL I"", MUNICIPIUL ROMAN",SCOALA GENERALA CAROL I,ROMAN,,1,BOGDAN DRAGOS,
,1762100449,1761101319,,75098,75105,1762100449,GALAŢI,45.4375307,28.0269363177683,7,"GRADINITA CU PROGRAM PRELUNGIT ""CIPRIAN PORUMBESCU"", LOCALITATEA GALATI",GRADINITA CU PROGRAM PRELUNGIT CIPRIAN PORUMBESCU,GALAŢI,16073144,0,NAE LEONARD,
,2662103406,2661103944,,120174,120209,2662103406,MUREŞ,,,8,ȘCOALA PRIMARĂ SĂLAȘURI,SCOALA PRIMARA,SĂLAŞURI,,0,VIILOR,
4205807,0961102446,,1213836,42682,42691,0961102446,BRĂILA,45.2625007,27.9561088760488,4,"LICEUL PEDAGOGIC ""D.P.PERPESSICIUS"" BRĂILA",LICEUL PEDAGOGIC D P PERPESSICIUS,BRĂILA,92925102,0,ÎNVĂȚĂTORILOR,
4208617,0561101718,,364585,26564,26573,0561101718,BIHOR,47.0584275,21.9308897,1,"LICEUL TEORETIC ""ADY ENDRE"" ORADEA",LICEUL TEORETIC ADY ENDRE,ORADEA,4215257036,0,str. Moscovei,
,2662106929,2661103894,,114514,114523,2662106929,MUREŞ,,,45,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.01 SIGHIȘOARA,GRADINITA CU PROGRAM PRELUNGIT NR 01,SIGHIŞOARA,,0,TARNAVEI,
,5162102649,5161100077,,179962,105847,5162102649,CĂLĂRAŞI,,,,GRADINITA PROG. NORMAL NR.1 GALBINASI,GRADINITA CU PROGRAM NORMAL NR 1,GĂLBINAŞI,,0,,
15123974,1661104414,,480353,72926,72935,1661104414,DOLJ,,,,"SCOALA GIMNAZIALA ""NICA BARBU LOCUSTEANU"" LEU",SCOALA GENERALA NICA BARBU LOCUSTEANU,LEU,,0,CRAIOVEI,
,1862101304,1861106119,,79308,79317,1862101304,GORJ,,,,GRADINITA CU PROGRAM PRELUNGIT BUMBESTI-JIU,GRADINITA CU PROGRAM PRELUNGIT,BUMBEŞTI-JIU,,0,,
,0562106067,0561100111,360840,27506,27515,0562106067,BIHOR,,,69,ŞCOALA PRIMARĂ NR.1 BOIANU MARE,SCOALA PRIMARA NR 1,BOIANU MARE,,0,Principala,
,3762101594,3761104109,,164339,164375,3762101594,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT SILIȘTEA",GRADINITA CU PROGRAM NORMAL,SILIŞTEA,,0,,
25330535,2861104467,,629076,128436,128445,2861104467,OLT,44.5152853320771,24.4488158986423,,SCOALA GIMNAZIALA PRISEACA,SCOALA GENERALA,PRISEACA,,1,,
,3762101784,3761104724,,167277,163422,3762101784,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT FÂSTÂCI",GRADINITA CU PROGRAM NORMAL,FÂSTÂCI,,0,,
,0362100792,0361103533,,13276,13294,0362100792,ARGEŞ,,,1,ȘCOALA PRIMARĂ ION STĂNCIULESCU GEAMĂNA,SCOALA PRIMARA ION STANCIULESCU,GEAMĂNA,,0,PRINCIPALĂ,
,2862101966,2861100454,,125588,125604,2862101966,OLT,43.758375702963,24.615681805526,,GRADINITA CU PROGRAM NORMAL URSA,GRADINITA CU PROGRAM NORMAL,URSA,,1,,
,3762105612,3761107519,,163324,163342,3762105612,VASLUI,46.5496695971937,27.7763496511467,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT BULBOACA",GRADINITA CU PROGRAM NORMAL,BULBOACA,,1,,
,2162100338,2161101348,,179702,93762,2162100338,IALOMIŢA,,,445A,GRĂDINIŢA CU PROGRAM NORMAL TRAIAN-LIC.TEH.TRAIAN,GRADINITA CU PROGRAM NORMAL LICEUL TEHNOLOGIC,TRAIAN,,0,GRĂDINIŢEI,
21637961,1761101296,,496924,76996,77000,1761101296,GALAŢI,45.4987875291395,27.728438496781,,"SCOALA GIMNAZIALA ""DIMITRIE LUCHIAN"", COMUNA PISCU",SCOALA GENERALA DIMITRIE LUCHIAN,PISCU,,1,,
,3362107597,3361104083,,147134,147152,3362107597,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL CUMPARATURA,GRADINITA CU PROGRAM NORMAL,CUMPĂRĂTURA,,0,,
,0762101787,0761104288,556,37912,37949,0762101787,BOTOŞANI,,,,"GRADINITA CU PROGRAM NORMAL ""VOINICEII"" ZLATUNOAIA",GRADINITA CU PROGRAM NORMAL VOINICEII,ZLĂTUNOAIA,,0,ZLATUNOAIA,
,1162102537,1161103728,421125,51118,51136,1162102537,CARAŞ-SEVERIN,,,05.iul,GRĂDINIŢA CU PROGRAM NORMAL CICLOVA MONTANĂ,GRADINITA CU PROGRAM NORMAL,CICLOVA MONTANĂ,,0,LILIACULUI,
,1562103283,1561101349,,68468,68477,1562103283,DÂMBOVIŢA,,,57,GRĂDINIȚA CU PROGRAM NORMAL POTLOGI,GRADINITA CU PROGRAM NORMAL,POTLOGI,,0,C. BRINCOVEANU,
14503541,3361102719,,6892522,146628,146637,3361102719,SUCEAVA,,,227,"SCOALA GIMNAZIALA SPECIALA ""SF. STELIAN"" RADAUTI",SCOALA GENERALA SPECIALA SF STELIAN,RĂDĂUŢI,,0,PUTNEI,
,0162104813,0161102693,,4927,4936,0162104813,ALBA,,,32,GRADINITA CU PROGRAM NORMAL IGHIU,GRADINITA CU PROGRAM NORMAL,IGHIU,,0,ŞCOLII,
10181982,4061207475,,403643982,179132,179169,4061207475,MUNICIPIUL BUCUREŞTI,,,206-208,"Şcoala Primară ""Sincron""",SCOALA PRIMARA SINCRON,BUCUREŞTI SECTORUL 3,,0,calea vitan,
,3362105731,3361103697,,148006,148051,3362105731,SUCEAVA,47.4602083803041,26.5699514834569,,SCOALA PRIMARA POIENARI,SCOALA PRIMARA,POIENARI,,1,,
18440403,1241102652,,12000012,54975,54984,1241102652,CLUJ,,,4,CENTRUL JUDEȚEAN DE RESURSE ȘI DE ASISTENȚĂ EDUCAȚIONALĂ CLUJ,CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA CLUJ,CLUJ-NAPOCA,,0,Ştefan cel Mare,
,0662103533,0661101228,375742,34850,34878,0662103533,BISTRIŢA-NĂSĂUD,46.9905692309693,24.6676242397217,42,ȘCOALA PRIMARĂ LUNCA,SCOALA PRIMARA,LUNCA,,1,Principală,
29147485,3561100732,,714390,159035,159044,3561100732,TIMIŞ,,,285,SCOALA GIMNAZIALA COM.TORMAC,SCOALA GENERALA,TORMAC,,0,,
12560842,0561108657,,365254,26564,26573,0561108657,BIHOR,47.0622640794766,21.9313882170407,28,"ȘCOALA GIMNAZIALĂ ""SZACSVAY IMRE"" ORADEA",SCOALA GENERALA SZACSVAY IMRE,ORADEA,,1,str. Mihai Eminescu,
,3962103394,3961100744,,175787,175849,3962103394,VRANCEA,46.1329314943904,27.3030849200376,1,SCOALA PRIMARA OCHESESTI,SCOALA PRIMARA,OCHEŞEŞTI,,1,Principala,
29166002,0461104582,,350936,26353,25451,0461104582,BACĂU,,,,SCOALA GIMNAZIALA TISA-SILVESTRI,SCOALA GENERALA,TISA-SILVESTRI,,0,,
,0562102963,0561101799,364444,31921,31949,0562102963,BIHOR,46.7108841765253,22.2009095054131,331,ŞCOALA PRIMARĂ NR.1 FORĂU,SCOALA PRIMARA NR 1,FORĂU,,1,,
,3762106373,3761104308,,161794,161801,3762106373,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL NR. 7, MUN. BÂRLAD",GRADINITA CU PROGRAM NORMAL NR 7,BÂRLAD,,0,,
5504718,0161102716,,3040398,1017,1026,0161102716,ALBA,,,2,"LICEUL DE ARTE ""REGINA MARIA"" ALBA IULIA",LICEUL DE ARTE REGINA MARIA,ALBA IULIA,,0,CĂLĂRAŞI,
,1862104239,1861105439,,80846,80864,1862104239,GORJ,,,,"GRADINITA CU PROGRAM NORMAL BRADET, MATASARI",GRADINITA CU PROGRAM NORMAL MATASARI,BRĂDET,,0,,
,0162100153,0161103301,,3841,3850,0162100153,ALBA,,,,GRADINITA CU PROGRAM NORMAL CERU BACAINTI,GRADINITA CU PROGRAM NORMAL,CERU-BĂCĂINŢI,,0,PRINCIPALĂ,
,1162100553,1161103339,,54109,54154,1162100553,CARAŞ-SEVERIN,44.8601997993551,21.370718340248,,ŞCOALA GIMNAZIALĂ ZLATIŢA,SCOALA GENERALA,ZLATIŢA,,1,,
,0662102229,0661100842,374920,179720,33756,0662102229,BISTRIŢA-NĂSĂUD,,,,GRĂDINIȚA CU PROGRAM NORMAL TUNEL POIANA ILVEI,GRADINITA CU PROGRAM NORMAL TUNEL,POIANA ILVEI,,0,Tunel,
,0462103658,0461107947,,20297,20304,0462103658,BACĂU,46.550123460459,26.9199148123588,,"SCOALA GIMNAZIALA ""ION LUCA"" BACAU",SCOALA GENERALA ION LUCA,BACĂU,,1,ALECU RUSSO NR 37,
,3562105167,3561100967,,158653,158671,3562105167,TIMIŞ,,,69,SCOALA GIMNAZIALA CARANI COM.SANANDREI,SCOALA GENERALA COM SANANDREI,CARANI,,0,,
4233904,1061104301,,413037,44818,44827,1061104301,BUZĂU,,,56,CENTRUL ŞCOLAR DE EDUCAŢIE INCLUZIVĂ MUNICIPIUL BUZĂU,CENTRUL SCOLAR DE EDUCATIE INCLUZIVA,BUZĂU,,0,HORTICOLEI,
4234063,1061104658,,413049,44818,44827,1061104658,BUZĂU,,,,LICEUL SPECIAL PENTRU DEFICIENTI DE VEDERE MUNICIPIUL BUZAU,LICEUL SPECIAL PENTRU DEFICIENTI DE VEDERE,BUZĂU,,0,"HORTICOLEI, 54",
23346373,2661105281,,603371,116652,116661,2661105281,MUREŞ,,,152,"ȘCOALA GIMNAZIALĂ ""APAFI MIHALY"" ERNEI",SCOALA GENERALA APAFI MIHALY,ERNEI,,0,PRINCIPALA,
,2362100819,2361102355,,101902,101920,2362100819,ILFOV,,,10,GRĂDINIȚA NR. 3 IZVORANI,GRADINITA NR 3,IZVORANI,,0,VINTILĂ BRĂTIANU,
14094536,3361103001,,690099,150196,150203,3361103001,SUCEAVA,47.8300907014113,26.000502919591,,SCOALA GIMNAZIALA SATU MARE,SCOALA GENERALA,SATU MARE,,1,,
,3862102128,3861105072,,173855,173882,3862102128,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,BUDELE,,0,,
,0762101258,0761105271,38900412,37280,37299,0762101258,BOTOŞANI,,,112,SCOALA GIMNAZIALA ’’MIHAIL STURDZA’’ FLAMINZI,SCOALA GENERALA MIHAIL STURDZA FLAMINZI,FLAMÂNZI,,0,1907,
,2262103769,2261106451,549252,100317,97081,2262103769,IAŞI,,,,"ȘCOALA PRIMARĂ NR. 2, FÂNTÂNELE",SCOALA PRIMARA NR 2,FÂNTÂNELE,,0,,
,1462101414,1461100268,460224,64942,64951,1462101414,COVASNA,,,138,Grădinița cu Program Normal Araci,GRADINITA CU PROGRAM NORMAL,ARACI,,0,Principlaă,
26113968,4061205663,,234185121,179132,179141,4061205663,MUNICIPIUL BUCUREŞTI,,,40,"Grădiniţa ""Lui Matei""",GRADINITA LUI MATEI,BUCUREŞTI SECTORUL 1,,0,Ionescu-Şiseşti Gheorghe,
,5162102233,5161103573,,93085,93094,5162102233,CĂLĂRAŞI,,,,GRADINITA CU PROGRAM NORMAL NR.4 CIOCANESTI,GRADINITA CU PROGRAM NORMAL NR 4,CIOCĂNEŞTI,,0,,
,0362100426,0361103334,,15830,15894,0362100426,ARGEŞ,,,82,ȘCOALA GIMNAZIALĂ STĂNEȘTI,SCOALA GENERALA,STĂNEŞTI,,0,RADU CEL MARE,
,3762101879,3761104204,,162381,162443,3762101879,VASLUI,46.846464540304,27.2478254210437,,"ȘCOALA PRIMARĂ, SAT VOVRIEȘTI",SCOALA PRIMARA,VOVRIEŞTI,,1,,
,3562100533,3561106471,,157451,157479,3562100533,TIMIŞ,,,,SCOALA GIMNAZIALA BULGARUS COM.LENAUHEIM,SCOALA GENERALA COM LENAUHEIM,BULGĂRUŞ,,0,,
29011962,2961101467,,637308,132315,132324,2961101467,PRAHOVA,45.0858676850718,25.7941672316261,301,"ȘCOALA GIMNAZIALĂ ""IOAN DUHOVNICUL"", COMUNA BĂNEȘTI",SCOALA GENERALA IOAN DUHOVNICUL,BĂNEŞTI,,1,DIN JOS,
29045957 ,1561201501,,3042413,65342,65351,1561201501,DÂMBOVIŢA,,,32,ȘCOALA POSTLICEALĂ SANITARĂ ”CAROL DAVILA” TÂRGOVIȘTE,SCOALA POSTLICEALA SANITARA CAROL DAVILA,TÂRGOVIŞTE,,0,JUSTITIEI,
,0662103284,0661100937,375780,34690,34716,0662103284,BISTRIŢA-NĂSĂUD,47.0827010596486,24.3613707019279,72,ȘCOALA GIMNAZIALĂ ARCALIA,SCOALA GENERALA,ARCALIA,,1,Principală,
,0762104098,0761104415,,35946,35955,0762104098,BOTOŞANI,,,1,GRADINITA CU PROGRAM NORMAL NR. 2 DARABANI,GRADINITA CU PROGRAM NORMAL NR 2,DARABANI,,0,UNIRII,
,3362104481,3361103955,,149049,149076,3362104481,SUCEAVA,,,,SCOALA PRIMARA NR. 1 BRADATEL,SCOALA PRIMARA NR 1,BRĂDĂŢEL,,0,,
29143343,2561102388,,590184,111916,111925,2561102388,MEHEDINŢI,44.5780836536279,23.1452770862744,120,ȘCOALA GIMNAZIALĂ GRECI,SCOALA GENERALA,GRECI,,1,PRINCIPALĂ,
29150340 ,1561101037,,468692,179711,67283,1561101037,DÂMBOVIŢA,44.8750588784768,25.7719706442829,720,ȘCOALA GIMNAZIALĂ ”STAN ȘTEFAN” VLĂDENI,SCOALA GENERALA STAN STEFAN,VLĂDENI,,1,PRINCIPALĂ,
,1562104085,1561100963,,69063,69125,1562104085,DÂMBOVIŢA,,,1,GRĂDINIȚA CU PROGRAM NORMAL ȘTUBEIE VALEA LUNGĂ,GRADINITA CU PROGRAM NORMAL STUBEIE VALEA LUNGA,ŞTUBEIE TISA,,0,PRINCIPALĂ,
,3762102785,3761104706,,164749,164767,3762102785,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT BROSCOȘEȘTI",GRADINITA CU PROGRAM NORMAL,BROSCOŞEŞTI,,0,,
21643521,3161100521,,661763,140280,140299,3161100521,SĂLAJ,,,81A,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȘINCAI"" BOBOTA",SCOALA GENERALA GHEORGHE SINCAI,BOBOTA,,0,Principală,
29168607,2961107012,,635738,130534,130543,2961107012,PRAHOVA,44.9363020605624,26.0336107243606,3,"ȘCOALA GIMNAZIALĂ ""RAREȘ VODĂ"", MUNICIPIUL PLOIEȘTI",SCOALA GENERALA RARES VODA,PLOIEŞTI,,1,VORNICUL BOLDUR,
,3362100907,3361107932,,150294,150301,3362100907,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL NR. 3 STRAJA,GRADINITA CU PROGRAM NORMAL NR 3,STRAJA,,0,,
20769387,4061101815,,766800,179132,179141,4061101815,MUNICIPIUL BUCUREŞTI,,,37,Grădiniţa nr. 206,GRADINITA NR 206,BUCUREŞTI SECTORUL 1,,0,"Dissescu Constantin, jr.",
,1362101836,1361101587,130451912,60598,60614,1362101836,CONSTANŢA,,,22,ŞCOALA GIMNAZIALĂ ’TITU MAIORESCU’ DULCEŞTI,SCOALA GENERALA TITU MAIORESCU,DULCEŞTI,,0,BARBU ŞTEFĂNESCU DELAVRANCEA,
,3762103438,3761104403,,163486,163510,3762103438,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT BELZENI",GRADINITA CU PROGRAM NORMAL,BELZENI,,0,,
,3762106156,3761104683,,161945,161990,3762106156,VASLUI,,,,"ȘCOALA PRIMARĂ, LOC. REDIU-VASLUI",SCOALA PRIMARA LOC VASLUI,REDIU,,0,,
12817424,0161102829,,304561,2309,2318,0161102829,ALBA,,,,SCOALA GIMNAZIALA ALMASU MARE,SCOALA GENERALA,ALMAŞU MARE,,0,PRINCIPALA,
4344341,1581100878,,1218197,65342,65351,1581100878,DÂMBOVIŢA,,,5,CLUBUL SPORTIV ȘCOLAR TÂRGOVIȘTE,CLUBUL SPORTIV SCOLAR,TÂRGOVIŞTE,,0,"Spirescu, maior",
,1062100161,1061104717,,48744,48753,1062100161,BUZĂU,,,,GRADINIŢA CU PRORAM NORMAL NR.1 ORAŞ POGOANELE,GRADINITA CU PRORAM NORMAL NR 1,POGOANELE,,0,,
,2462102322,2461101131,,107920,107957,2462102322,MARAMUREŞ,,,,SCOALA GIMNAZIALA LIBOTIN,SCOALA GENERALA,LIBOTIN,,0,,
,1862101774,1861105516,,80980,81077,1862101774,GORJ,,,,GRADINITA CU PROGRAM NORMAL NR.2 NEGOMIR (URSOAIA),GRADINITA CU PROGRAM NORMAL NR 2 NEGOMIR (),URSOAIA,,0,,
,2862103326,2861104707,,130375,129727,2862103326,OLT,,,,GRADINITA CU PROGRAM NORMAL VISINA NOUA,GRADINITA CU PROGRAM NORMAL,VIŞINA NOUĂ,,0,,
,0262103851,0261100821,,9262,9271,0262103851,ARAD,46.2064171590374,21.2941917219335,,GRADINITA PN NR 8 ARAD,GRADINITA PN NR 8,ARAD,,0,,
,1662103354,1661105894,,74028,74046,1662103354,DOLJ,,,,GRADINITA CU PROGRAM NORMAL MARZA,GRADINITA CU PROGRAM NORMAL,MÂRZA,,0,,
,3862100465,3861105357,,172992,173043,3862100465,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,POPEŞTI,,0,,
,0262103322,0261104445,,9832,9850,0262103322,ARAD,,,,GRADINITA PN BIRZESTI,GRADINITA PN BIRZESTI,BÂRZEŞTI,,0,,
13022345,0461207298,,3007762,20297,20304,0461207298,BACĂU,,,31,"LICEUL TEHNOLOGIC ""CONSTANTIN BRANCOVEANU"" BACAU",LICEUL TEHNOLOGIC CONSTANTIN BRANCOVEANU,BACĂU,,0,NICOLAE TITULESCU,
,2762100365,2761100089,,124661,124689,2762100365,NEAMŢ,,,28,"ȘCOALA GIMNAZIALĂ DUMBRAVA, COMUNA TIMIȘEȘTI",SCOALA GENERALA COMUNA TIMISESTI,DUMBRAVA,,0,îNV. ALEXANDRESCU,
