lat,lon,altitude,geometry,,id,amenity,name,created_by,old_name,addr:housenumber,addr:street,int_name,ele,fixme,name:de,addr:city,addr:postcode,is_in:city,is_in:country,is_in:county,operator,phone,note,addr:housename,addr:postcode:source,wheelchair,is_in:country_code,local:picture,source:name,name:ro,addr:country,alt_name,website,name:en,source,building,toilets:wheelchair,description,name:hu,historic,addr:county,email,designation,name:,source:amenity,contact:phone,office,opening_hours,name:am,working
45.8065906,24.1500774,,Point,node/482811706,school,COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARA,,,,,,,,,,,Sibiu,Romania,Sibiu,,,,,,,RO,,,,,,,,,,,,,,,,,,,,,,,,
45.7967775,24.1787449,,Point,node/482811717,school,GRUP SCOLAR INDUSTRIA DE CONSTRUCTII MASINI,,,,,,,,,,,Sibiu,Romania,Sibiu,,,,,,,RO,,,,,,,,,,,,,,,,,,,,,,,,
45.8019281,24.1502202,,Point,node/482833627,school,COLEGIUL TEHNIC INDEPENDENTA SIBIU,,,,,,,,,,,Sibiu,Romania,Sibiu,,,,,,,RO,,,,,,,,,,,,,,,,,,,,,,,,
45.7785558,24.1523408,,Point,node/483025287,school,SCOALA GENERALA NR 6,,,,,,,,,,,Sibiu,Romania,Sibiu,,,,,,,RO,,,,,,,,,,,,,,,,,,,,,,,,
45.8040777,24.1652008,,Point,node/483025356,school,SCOALA GENERALA NR 8,,,,,,,,,,,Sibiu,Romania,Sibiu,,,,,,,RO,,,,,,,,,,,,,,,,,,,,,,,,
45.7988659,24.1536394,,Point,node/483025374,school,GRUP SCOLAR AVRAM IANCU,,,,,,,,,,,Sibiu,Romania,Sibiu,,,,,,,RO,,,,,,,,,,,,,,,,,,,,,,,,
44.4563828,26.1267308,,Point,node/485150696,school,SCOALA GENERALA NR 27 PRINCIPESA ILEANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.6409718,27.7283225,,Point,node/487063605,school,LICEUL TEORETIC MIHAIL KOGALNICEANU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.9599351,24.7080378,,Point,node/488145080,school,SCOALA GENERALA GLEDIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.9583679,26.3142,,Point,node/490607285,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.5640974,22.9516428,,Point,node/490890474,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.5624178,22.9505699,,Point,node/490892353,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.792368,22.8787534,,Point,node/491000180,school,LICEUL TEOLOGIC ROMANO CATOLIC HAM JANOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7680585,22.8833209,,Point,node/491016982,school,SCOALA GENERALA NR 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1349804,24.4948353,,Point,node/491212431,school,COLEGIUL NATIONAL LIVIU REBREANU,,,8,Bulevardul Republicii,,,,,Bistrita,420057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.9315393,26.350819,,Point,node/491228564,school,,,,,,,,,,Ploiesti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.168607,26.3291737,,Point,node/491242040,school,SCOALA GENERALA CEPTURA DE JOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3760408,25.8696231,,Point,node/493241931,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4371396,26.1132579,,Point,node/494791040,school,COLEGIUL ECONOMIC HERMES,,,152,Calea MoSilor,,,,,Bucuresti,20882,,,,,,,,,,,,,,RO,,,,,,,,,,,,,,,,,,,,
47.8788114,26.4098378,,Point,node/495440631,school,SCOALA GENERALA VACULESTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.8778669,26.4061995,,Point,node/495484215,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8896517,25.9592943,,Point,node/495966730,school,SCOALA GENERALA NR 1 SFANTUL GHEORGHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7888781,22.8830579,,Point,node/496799573,school,LICEUL ECONOMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7968182,22.8880275,,Point,node/496799574,school,GRUP SCOLAR DE INDUSTRIALIZAREA LEMNULUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8934063,25.9687442,,Point,node/500265401,school,SCOALA GENERALA NR 4 MIHAI EMINESCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8963109,25.9548116,,Point,node/500265415,school,SCOALA GENERALA NR 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.7237162,21.175748,,Point,node/500849664,school,SCOALA GENERALA NR 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.5505429,27.9877887,,Point,node/502105846,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.503477,21.9471089,,Point,node/503613347,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1483548,26.809516,,Point,node/503618409,school,LICEUL PEDAGOGIC SPIRU HARET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1460157,26.8479655,,Point,node/503774100,school,GRUPUL SCOLAR INDUSTRIAL TRANSPORTURI CAI FERATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1433804,27.5964238,,Point,node/506453831,school,SCOALA GENERALA NR 14 GH MARZESCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1426846,27.5956044,,Point,node/506454415,school,GRUPUL SCOLAR TEHNIC DE TRANSPORTURI CAI FERATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1422109,27.5971802,,Point,node/506454488,school,COLEGIUL TEHNIC DIMITRIE LEONIDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1437635,27.598237,,Point,node/506454489,school,COLEGIUL TEHNIC IOAN C STEFANESCU,,,51 53,Bulevardul Socola,,,,,IaSi,700268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.8650709,25.7878312,,Point,node/506523261,school,SZEKELY MIKO  KOLLEGIUM,,,,,,,,,,,,,,,,,,,,,,,Colegiul Székely Mikó,,,,,,,,,,,,,,,,,,,,,
46.557499,24.5810921,,Point,node/506584370,school,GRUPUL SCOLAR SANITAR GH MARINESCU,,,,Strada Gheorghe Marinescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8883537,25.9678117,,Point,node/506967993,school,SCOALA GENERALA NR 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4951793,26.744809,,Point,node/509625059,school,SCOALA GENERALA NR 6,,,74,Strada Constantin Dobrogeanu Gherea,,,,,Bucuresti,13766,,,,,,,,,,,,,,RO,,,,,,,,,,,,,,,,,,,,
47.50467,21.9199967,,Point,node/516102303,school,SCOALA SPORTIVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7858046,22.8633394,,Point,node/517968276,school,SCOALA AVRAM IANCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1440012,27.5931192,,Point,node/519667127,school,GRUP SCOLAR NICOLINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9084275,25.9755217,,Point,node/521824310,school,SCOALA GENERALA NR 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9063907,25.972804,,Point,node/521825191,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.6114176,22.7036185,,Point,node/522096823,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7904572,22.8818717,,Point,node/522123624,school,GRUP SCOLAR DE TRANSPORT SI TELECOMUNICATII I C BRATIANU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7944762,22.8741126,,Point,node/522126094,school,LICEUL TEORETIC DOAMNA STANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7958485,22.8742499,,Point,node/522129883,school,COLEGIUL NATIONAL KOLCSEY FERENC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7966788,22.8747649,,Point,node/522129887,school,COLEGIUL NATIONAL IOAN SLAVICI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7988986,22.8814082,,Point,node/522133570,school,LICEUL DE ARTA AUREL POPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7988525,22.8811249,,Point,node/522133576,school,LICEUL CU PROGRAM SPORTIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7948337,22.8783269,,Point,node/522169515,school,SCOALA GENERALA GRIGORE MOISIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7895792,22.8761719,,Point,node/523409162,school,COLEGIUL NATIONAL MIHAI EMINESCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.790971,22.8770557,,Point,node/523411063,school,COLEGIUL NATIONAL KOLCSEY FERENC,,,1,Strada Mihai Eminescu,,,,,Satu Mare,440014,,,,,,,,"Date de la Posta Româna, publicate sub Licenta pentru Guvernare Deschisa v10 la http://dategovro/organization/posta romana",,,,,,,,,,,,,,,,,,,,,,,,,,
45.3616393,26.6627426,,Point,node/525416826,school,SCOALA GENERALA I VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1514582,26.8234577,,Point,node/525595794,school,LICEUL ECONOMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.5474136,24.5638017,,Point,node/530099084,school,LICEUL DE ARTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.5583315,24.5749718,,Point,node/530099128,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.5585404,24.5783835,,Point,node/530099137,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1578881,27.5997994,,Point,node/530707058,school,COLEGIUL RICHARD WURMBRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4206361,24.3890571,,Point,node/533987870,school,COLEGIUL TEHNIC ION MINCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.447909,28.347203,,Point,node/534356141,school,LICEUL CFR," Grup Scolar Industrial Transporturi Feroviare""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1891103,27.3364552,,Point,node/534416949,school,LICEUL ECONOMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4188132,24.3830359,,Point,node/535072567,school,SCOALA CONSTANTIN BRANCOVEANU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.4979954,28.129541,,Point,node/540653894,school,SCOALA PRIMARA NR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1804685,27.501882,,Point,node/544366181,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.8487152,23.142537,,Point,node/564747661,school,SCOALA GENERALA SIGISMUND TODUTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.8542155,23.14642,,Point,node/564815507,school,SCOALA GENERALA NR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.6644304,25.5040861,,Point,node/565365539,school,SCOALA GENERALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.5296237,28.142521,,Point,node/565597112,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.9357312,25.4519754,,Point,node/577042675,school,SCOALA GENERALA  NR 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.932357,25.456637,,Point,node/577042681,school,SCOALA GENERALA NR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.9329503,25.4480684,,Point,node/577046679,school,SCOALA GENERALA 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.7622676,25.5451861,,Point,node/577287511,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.7609615,25.5442848,,Point,node/577287512,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.772357,27.5512604,,Point,node/588972097,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.645422,27.5760757,,Point,node/589013815,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.961992,27.563533,,Point,node/589036727,school,SCOALA LUNCA CETATUIEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.8386078,23.2007744,,Point,node/590421227,school,SCOALA GENERALA DR A VLAD,,,10,Strada Luminii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.3713931,22.1276586,,Point,node/591581826,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.424829,26.243144,,Point,node/597152973,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.8856183,27.9173717,,Point,node/598504849,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4183305,26.162569,,Point,node/599004065,school,SCOALA GENERALA NR 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1694457,21.3127172,,Point,node/599200871,school,SCOALA POPULARA DE ARTE,,,,Strada Gheorghe Baritiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.802823,21.6637329,,Point,node/599492088,school,SCOALA GENERALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.7889318,21.7745976,,Point,node/599497354,school,SCOALA GENERALA TULCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.8112055,21.6490665,,Point,node/599499126,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.7937301,21.8629614,,Point,node/599535824,school,SCOALA GENERALA GURBEDIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1980236,27.5438431,,Point,node/599584735,school,GRUPUL SCOLAR AGRICOL VASILE ADAMACHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.2019496,27.5399659,,Point,node/599584736,school,SCOALA NORMALA VASILE LUPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7434856,26.6488984,,Point,node/600096814,school,LICEUL MIHAI EMINESCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7372118,26.6656592,,Point,node/600096900,school,SCOALA GENERALA 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4045082,26.931617,,Point,node/601660748,school,SCOALA NR 114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3959009,26.995316,,Point,node/601723683,school,SCOALA NR 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4037086,26.667027,,Point,node/601724656,school,SCOALA NR 141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.6810445,21.899705,,Point,node/602089064,school,CLUBUL COPIILOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.201494,27.5377505,,Point,node/603670065,school,SEMINARUL TEOLOGIC ORTODOX  SF VASILE CEL MARE,,,46,Aleea M Sadoveanu,,,,,IaSi,700489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4414004,24.7206362,,Point,node/608493877,school,SCOALA GENERALA CU CLASELE I VIII BUZESTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.6963311,21.2362232,,Point,node/611523879,school,SCOALA GIROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.2479719,25.945114,,Point,node/614929557,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.9307338,23.8873652,,Point,node/618355091,school,DRAGOS VODA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4307338,24.3740397,,Point,node/618806444,school,LICEUL SPORTIV SLATINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4314788,24.3524057,,Point,node/619204686,school,COLEGIUL NATIONAL RADU GRECEANU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4367848,26.143133,,Point,node/620080075,school,SCOALA GENERALA NR 198,,,73,Strada Apusului,Elementary School 198,,,,Bucuresti,62282,,,,,021 220 2770,,,"Date de la Posta Româna, publicate sub Licenta pentru Guvernare Deschisa v10 la http://dategovro/organization/posta romana",,,,,,,,,,,,,,,,,,,,,,,,,,
46.5592031,24.5463526,,Point,node/620393667,school,SCOALA GENERALA NR 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4415112,24.3557143,,Point,node/620911338,school,COLEGIUL NATIONAL CAROL I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4231579,24.3788165,,Point,node/620915603,school,COLEGIUL TEHNIC METALURGIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4289423,26.1375008,,Point,node/622342272,school,SCOALA NR 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4150524,26.160886,,Point,node/623620886,school,SCOALA GENERALA NR 89 NICOLAE LABIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4142147,26.1667238,,Point,node/623630866,school,SCOALA GENERALA NR 112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4214764,26.1612382,,Point,node/623681949,school,SCOALA GIMNAZIALA NR 195 HAMBURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4103889,26.1692083,,Point,node/631272510,school,SCOALA GENERALA NR 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4083249,26.1748663,,Point,node/631302979,school,SCOALA GENERALA NR 20 SIMION MEHEDINTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4527683,26.761443,,Point,node/635777683,school,SCOALA CU CLASELE I VIII NR 3,,,,Soseaua Nicolae Titulescu,,,,,Bucuresti,11144,,,,,,,,"Date de la Posta Româna, publicate sub Licenta pentru Guvernare Deschisa v10 la http://dategovro/organization/posta romana",no,,,,,,,,,,,,,,,,,,,,,,,,,
44.4111898,26.1809703,,Point,node/636062663,school,SCOALA GENERALA NR 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4230354,26.1478834,,Point,node/639134861,school,SCOALA NR 86,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,
44.430716,26.1600592,,Point,node/640391847,school,SCOALA NR 199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.176691,27.4947122,,Point,node/642359114,school,SCOALA NOUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1724607,27.5814938,,Point,node/661254675,school,COLEGIUL NATIONAL MIHAI EMINESCU,,,,,,,,,,,,,,,,,,,,,,,,,,http://lmeiseduro/,,,,,,,,,,,,,,,,,,
44.4249731,26.1775909,,Point,node/662296416,school,SCOALA GENERALA NR 22 MEXIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.8437596,25.2498006,,Point,node/663870193,school,SCOALA GENERALA NR 1 HULUBESTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4317843,26.1711343,,Point,node/663951028,school,SCOALA GENERALA NR 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4279152,26.1719944,,Point,node/663951029,school,SCOALA GENERALA NR 21 LIVIU REBREANU,,,,,,,,,,,,,,,,,,,,,,,,,,,Scoala Generala nr 21 Liviu Rebreanu,,,,,,,,,,,,,,,,,
44.4471263,26.1426878,,Point,node/667747312,school,SCOALA GIMNAZIALA FERDINAND I,,,16,Bulevardul Garii Obor,,,,,Bucuresti,21747,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,
47.17309,27.578575,,Point,node/669502939,school,SCOALA MIHAIL KOGALNICEANU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.8168868,24.291999,,Point,node/670044707,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.9981402,24.6030156,,Point,node/676502698,school,SCOALA GENERALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1944645,27.4170684,,Point,node/678906534,school,SCOALA GENERALA I VIII LETCANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1826196,27.5689721,,Point,node/686512109,school,COLEGIUL TEHNIC GHEORGHE ASACHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4292717,26.2023922,,Point,node/686660006,school,SCOALA GENERALA NR 55,,,46,Soseaua Industriilor,,,,,Bucuresti,,,,,,,,,,,,,,,,,,,"survey, field survey",,,,,,,,,,,,,,,,
44.4403981,26.1785249,,Point,node/686667289,school,SCOALA NR 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1666232,27.5925699,,Point,node/692767601,school,COLEGIUL RICHARD WURMBRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.577786,21.9317916,,Point,node/703828486,school,LICEUL TEORETIC ADY ENDRE COMPLEXUL URSULINELOR,,,,Strada Moscovei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.561925,21.9278327,,Point,node/703830752,school,SCOALA GENERALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1920879,27.3622527,,Point,node/706747607,school,COLEGIUL TEHNIC STEFAN BANULESCU CALARASI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.2758777,27.1614318,,Point,node/717715867,school,SCOALA CU CLASELE I VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.275361,27.1606693,,Point,node/717715884,school,SCOALA CU CLASELE I VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.8278438,21.6777768,,Point,node/725040944,school,SCOALA GENERALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.7993274,21.640056,,Point,node/725663170,school,LICEUL AGRICOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.8014162,21.6601782,,Point,node/725672519,school,SCOALA GENERALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.7447931,23.4852344,,Point,node/727700810,school,SCOALA GIMNAZIALA GHEORGHE SINCAI,,,,,,,,,Floresti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.2802274,24.9905041,,Point,node/730548131,school,SCOALA GENERALA I IV PLOPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.4431289,25.3305711,,Point,node/739450234,school,SCOALA GENERALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.656579,25.4926067,,Point,node/742227602,school,SCOALA GENERALA NR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.7768282,23.5862552,,Point,node/752792100,school,SCOALA HOREA,,,,Strada Horea,,,,,Cluj Napoca,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
44.4385875,26.233697,,Point,node/755903243,school,SCOALA GENERALA NR 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1478437,27.5763326,,Point,node/764840939,school,GRUP SCOLAR ION HOLBAN,,,16,Strada Pantelimon Halipa,,,,,,700081,,,,,,,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,,
47.787977,22.8574178,,Point,node/773473998,school,SCOALA DARIU POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.86561,25.151471,,Point,node/799418663,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4321906,26.262815,,Point,node/807052060,school,SCOALA CU CLASELE 18 NR 142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1585208,26.8216866,,Point,node/836177110,school,SCOALA NR 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.4117091,27.9221397,,Point,node/843324739,school,SCOALA GIMNAZIALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.6593823,25.5929366,,Point,node/845704148,school,SCOALA NR 15 CORP B,,,2,Strada Plevnei,,,,,Brasov,500187,,,,,,,,"Date de la Posta Româna, publicate sub Licenta pentru Guvernare Deschisa v10 la http://dategovro/organization/posta romana",,,,,,,,,,,,,,,,,,,,,,,,,,
47.6052356,22.3633825,,Point,node/860220866,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.8381161,26.7569147,,Point,node/863622583,school,SCOALA MANASTIRENI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.817427,28.2084686,,Point,node/864302143,school,LICEUL TEORETIC NEGRU VODA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
